#Timestamp	Benchmark	CPU(0) Frequency(MHz)	CPU(0) Temperature(C)	A7 Voltage(V)	A7 Current(A)	A7 Power(W)	CPU cycles	L1 Data Cache access	L1 Instructions Cache access	L2 Data Cache access	Bus Access	
1357319703232876230	automotive_bitcount	1000	53	1.000000	0.040000	0.041000	8258362	1244815	1948549	139133	22256
1357319703738906780	automotive_bitcount	1000	53	1.000000	0.041000	0.042000	8146716	1249863	1966472	137262	21917
1357319704244996455	automotive_bitcount	1000	54	1.000000	0.042000	0.043000	8184481	1247031	1957535	138145	22048
1357319704750981589	automotive_bitcount	1000	54	1.000000	0.041000	0.042000	8185046	1257291	1971993	139927	22388
1357319705257172722	automotive_bitcount	1000	54	1.000000	0.041000	0.042000	8287865	1268881	1990206	140931	22815
1357319705763197439	automotive_bitcount	1000	54	1.000000	0.043000	0.044000	7135849	1051029	1592939	133345	20447
1357319706269246948	automotive_bitcount	1000	54	1.000000	0.041000	0.042000	6504157	973066	1534766	108825	17880
1357319706775214498	automotive_bitcount	1000	54	1.000000	0.042000	0.043000	8251096	1224977	1913066	136714	22701
1357319707281177090	automotive_bitcount	1000	54	1.000000	0.041000	0.042000	7801011	1212447	1902291	133586	21911
1357319707787084349	automotive_bitcount	1000	54	1.000000	0.042000	0.043000	8168508	1224583	1917208	135777	22134
1357319708292976775	automotive_bitcount	1000	54	1.000000	0.042000	0.043000	8284716	1239473	1947829	137826	22415
1357319708798834534	automotive_bitcount	1000	54	1.000000	0.041000	0.042000	8125958	1216596	1913746	133664	22117
1357319709304826960	automotive_bitcount	1000	54	1.000000	0.041000	0.042000	8339536	1255881	1967738	139014	22820
1357319709810853010	automotive_bitcount	1000	54	1.000000	0.043000	0.044000	8688704	1303968	2060927	143655	25962
1357319710316825936	automotive_bitcount	1000	54	1.000000	0.042000	0.043000	8243703	1243775	1950696	137517	22371
1357319710822796695	automotive_bitcount	1000	54	1.000000	0.041000	0.042000	6810616	1000573	1578489	113557	18516
1357319711328710245	automotive_bitcount	1000	54	1.000000	0.042000	0.043000	6848003	1017083	1604405	114352	18829
1357319711834688087	automotive_bitcount	1000	54	1.000000	0.042000	0.043000	8023097	1217192	1917788	134943	21250
1357319712340595096	automotive_bitcount	1000	54	1.000000	0.042000	0.043000	8130548	1231768	1929352	135957	22098
1357319712846508397	automotive_bitcount	1000	54	1.000000	0.042000	0.043000	8114297	1241396	1953585	137890	21715
1357319713352417990	automotive_bitcount	1000	54	1.000000	0.041000	0.042000	8249668	1258371	1983618	139062	22349
1357319713858312915	automotive_bitcount	1000	54	1.000000	0.042000	0.043000	8122438	1236301	1947109	136192	22056
1357319714364273966	automotive_bitcount	1000	54	1.000000	0.042000	0.043000	8085366	1236640	1945630	135933	21933
1357319714870261558	automotive_bitcount	1000	54	1.000000	0.041000	0.042000	8774927	1331665	2100076	147182	26024
1357319715376221817	automotive_bitcount	1000	54	1.000000	0.043000	0.044000	8033753	1226453	1916972	135558	21819
1357319715882182534	automotive_bitcount	1000	54	1.000000	0.042000	0.043000	5808133	854579	1344630	99266	16076
1357319716388094835	automotive_bitcount	1000	54	1.000000	0.041000	0.042000	9585633	1225369	1906213	140368	24951
1357319716894824883	automotive_qsort1	1000	54	1.000000	0.042000	0.043000	8319536	1217839	1906402	136077	23005
1357319717401648555	automotive_qsort1	1000	54	1.000000	0.042000	0.043000	8488395	1245330	1954334	137946	23424
1357319717908281687	automotive_qsort1	1000	54	1.000000	0.041000	0.042000	8376296	1229134	1929789	136239	23154
1357319718415156734	automotive_qsort1	1000	54	1.000000	0.042000	0.043000	8454751	1232206	1935380	136882	23723
1357319718921929115	automotive_qsort1	1000	54	1.000000	0.041000	0.042000	8384664	1238607	1943293	136709	23252
1357319719428714872	automotive_qsort1	1000	54	1.000000	0.043000	0.044000	8384929	1236269	1943860	136757	23359
1357319719935659127	automotive_qsort1	1000	54	1.000000	0.043000	0.044000	19962946	2880851	4392658	301830	235927
1357319720442612883	automotive_qsort1	1000	54	1.000000	0.042000	0.043000	8518084	1241204	1951429	138592	25284
