#Timestamp	CPU cycles	Instructions architecturally executed	Exceptions taken	Predictable branch speculatively executed	Mispredicted or not predicted branch speculatively executed
1357510737275151689	78517713	51335598	2084	9013780	294730
1357510737775901340	564743	140111	6	29577	3498
1357510738276482117	109872	33588	4	7095	599
1357510738777075519	136004	30920	4	6545	513
1357510739277692296	144311	33728	5	7597	534
1357510739778401906	136955	29298	5	5675	441
1357510740279027432	143342	33503	5	7523	550
1357510740779653584	311945	77920	6	16231	1638
1357510741280279778	661032	186990	32	40978	4584
1357510741780914804	151008	36117	5	7510	542
1357510742281701164	134340	28537	5	5474	451
1357510742782314191	141332	31129	5	6628	529
1357510743282959093	140151	32509	5	8430	614
1357510743783563161	162366	35528	5	5890	483
1357510744284185813	138552	30522	5	6953	534
1357510744784792798	307075	77742	6	16500	1632
1357510745285401325	134153	27886	5	5558	483
1357510745786020810	139311	30550	5	7090	542
1357510746286628545	130045	34269	5	6759	478
1357510746787266114	121403	30550	5	7043	515
1357510747288176765	148919	34494	5	6771	439
1357510747788813250	155736	34251	5	8357	547
1357510748289545109	151378	33553	5	6007	435
1357510748790250261	275850	66746	6	13957	1452
1357510749290965871	140397	30801	5	7147	579
1357510749791670356	150727	34039	5	6698	448
1357510750292385049	138311	33568	5	7867	508
1357510750793136117	150544	31327	5	5901	430
1357510751293861143	136864	30544	5	6987	423
1357510751794472503	134045	29033	5	5613	406
1357510752295205947	139450	32111	5	7289	591
1357510752795830765	334616	86153	6	18202	1772
1357510753296435834	153433	36036	5	7089	476
1357510753797052944	137579	31470	5	7169	529
1357510754297634554	114719	36097	4	6954	398
1357510754798316914	134339	31411	5	7151	438
1357510755298931816	130596	28800	5	5639	393
1357510755799556509	137938	31461	5	7206	499
1357510756300168078	150194	37365	5	7286	425
1357510756800785688	278422	70389	6	14826	1347
1357510757301588047	138009	30337	5	7018	486
1357510757802200824	148844	35186	5	6852	416
1357510758302826851	136389	31470	5	7156	463
1357510758803491961	148900	36081	5	7111	423
1357510759304116279	136933	31450	5	7135	477
1357510759804725473	149493	36292	5	7061	391
1357510760305345416	135438	30982	5	7144	488
1357510760805962943	318475	86092	6	18899	1558
1357510761306573637	152311	36087	5	7123	418
1357510761807212288	424697	31674	5	7157	512
1357510762308022356	220511	36519	5	7543	440
1357510762808700258	220897	33762	5	7717	534
1357510763309382034	239513	32917	5	6388	412
1357510763810076978	230980	33762	5	7850	560
1357510764310763713	240675	34771	5	6715	425
1357510764811448323	405174	75878	6	15685	1432
1357510765312146641	228506	34685	5	7893	560
1357510765812828084	244240	33854	5	6610	471
1357510766313567777	225351	33753	5	7898	520
1357510766814364387	243483	35524	5	6713	448
1357510767315222079	225450	34630	5	7707	503
1357510767815906731	241042	32944	5	6578	446
1357510768316597258	223597	33507	5	7790	548
1357510768817278034	425749	83501	6	16857	1657
1357510769318015477	239905	49563	5	9979	591
1357510769818685087	263526	32044	5	7197	482
1357510770319352280	224459	34610	5	8049	528
1357510770819987807	207549	35497	5	6929	427
1357510771320654751	219783	32845	5	7379	482
1357510771821387235	241238	33867	5	6551	422
1357510772323569465	222523	33507	5	7806	508
1357510772824260450	426892	93731	6	21406	1654
1357510773324952935	238987	34356	5	6988	471
1357510773825646045	226095	34136	5	7564	460
1357510774326325988	237844	34345	5	6924	451
1357510774827015140	224931	34111	5	7524	490
1357510775327734916	238678	34602	5	6954	480
1357510775828541484	223201	30232	5	6506	506
1357510776329227302	240561	36953	5	7592	422
1357510776829909829	396681	75827	6	15395	1425
1357510777332053934	229836	33362	5	7877	501
1357510777832722877	233552	32044	5	6411	421
1357510778333477112	226914	30060	5	6514	439
1357510778834232847	204695	34325	5	6727	411
1357510779335004706	221927	33279	5	7842	487
1357510779835782983	234768	32955	5	6568	426
1357510780336574009	226597	33507	5	7804	503
1357510780837354327	415036	86206	6	17655	1581
1357510781338191478	239279	32556	5	6558	476
1357510781839027379	221013	32336	5	7188	528
1357510782341314858	238098	32151	5	6427	428
1357510782842026093	219991	32736	5	7385	479
1357510783342729911	238830	34341	5	6937	467
1357510783843511646	219770	33239	5	7662	507
1357510784344213589	239212	34725	5	6718	459
1357510784844917991	407838	76907	6	15957	1491
1357510785345625434	226670	32872	5	7315	530
1357510785846318002	232720	32044	5	6417	427
1357510786347015237	224497	32848	5	7330	522
1357510786847698639	214464	32039	5	6397	426
1357510787350122743	210695	29827	5	6504	445
1357510787850819686	232300	35903	5	7382	414
1357510788351511879	224512	30724	5	6603	496
1357510788852222697	381291	81243	6	17339	1489
1357510789352978765	237134	32039	5	7875	539
1357510789853667334	248668	40322	5	7151	502
1357510790354373152	223206	32320	5	7157	479
1357510790855058720	234858	32556	5	6592	443
1357510791355765997	222635	34079	5	7708	525
1357510791856486606	237156	34390	5	6770	434
1357510792358739503	220479	30217	5	6502	520
1357510792859443779	403980	81047	6	16951	1493
1357510793360138514	233111	34759	5	7215	428
1357510793860852749	224638	32848	5	7343	502
1357510794361558525	991988	32556	5	6577	412
1357510794862276885	886224	32336	5	7197	468
1357510795363040537	861154	34325	5	6948	483
1357510795863745813	897741	30472	5	6567	507
1357510796364476798	908432	36535	5	7638	411
1357510796865208283	1042281	70456	6	14746	1377
1357510797365954559	887325	32856	5	7340	506
1357510797866706335	891988	32044	5	6380	407
1357510798367402445	877722	32848	5	7343	488
1357510798868061805	885721	31607	5	5957	385
1357510799368744374	865389	30494	5	6972	464
1357510799869411734	877131	36163	5	7541	450
1357510800370097427	860122	32990	5	7550	502
1357510800870790162	1057851	84468	6	17296	1583
1357510801371467563	873792	32556	5	6606	449
1357510801872155507	859177	32336	5	7156	492
1357510802373029199	871765	41575	5	8040	554
1357510802873694184	889238	30266	5	6837	459
1357510803374394544	847324	34659	5	7905	548
1357510803875020862	876254	33872	5	6594	431
1357510804375707556	860272	33507	5	7588	493
1357510804876391207	1036185	79640	6	16305	1506
1357510805377078734	864130	32556	5	6604	438
1357510805877772969	785845	32336	5	7200	465
1357510806378588412	842717	32044	5	6370	421
1357510806879277397	847899	32848	5	7350	506
1357510807379961381	814991	34325	5	6967	473
1357510807880653241	840867	33215	5	7669	489
1357510808381341560	798313	34248	5	6492	418
1357510808882049044	947792	74928	6	15631	1398
1357510809382751154	828615	32360	5	7140	502
1357510809883557931	846980	32044	5	6410	426
1357510810384260040	806796	32848	5	7350	476
1357510810884984525	818906	32044	5	6444	424
1357510811385693718	844925	32845	5	7523	496
1357510811886313870	851135	33880	5	6588	432
1357510812387068522	819878	33507	5	7752	550
1357510812887797590	1001299	84432	6	17276	1527
1357510813388607782	796799	32556	5	6551	427
1357510813889412767	822610	32336	5	7104	469
1357510814390193127	821192	32551	5	6570	423
1357510814890977319	712513	29322	5	6380	476
1357510815391753262	756985	36814	5	7714	461
1357510815892580997	769889	33711	5	7644	518
1357510816393461398	610129	33556	5	6033	408
1357510816894229132	994244	76958	6	16386	1423
1357510817396735861	817692	32872	5	7347	509
1357510817897470971	826241	32039	5	6413	420
1357510818398417622	813935	32848	5	7353	477
1357510818899189023	822207	32046	5	6344	376
1357510819399979049	810368	30070	5	6532	474
1357510819900782367	822040	36082	5	7082	428
1357510820401586977	770952	33973	5	8206	510
1357510820902434794	1001063	84470	6	17274	1566
1357510821403312112	812328	33470	5	6743	468
1357510821904109180	801660	33226	5	7378	530
1357510822405105789	939669	32886	5	6529	432
1357510822905897648	954992	33768	5	7513	495
1357510823406833757	963127	34355	5	6987	479
1357510823907646450	967603	30462	5	6452	509
1357510824408458643	989323	37413	5	7829	454
1357510824909217669	1125310	73822	6	15207	1379
1357510825409993904	947464	32875	5	7351	507
1357510825910839138	961059	32556	5	6595	445
1357510826411632290	945487	32339	5	7143	464
1357510826912407233	956865	32556	5	6601	440
1357510827413472258	939471	32336	5	7354	481
1357510827914360950	944823	34384	5	6750	437
1357510828415044352	948938	32974	5	7599	496
1357510828915726295	1090325	79854	6	16609	1472
1357510829416408572	946001	33453	5	6744	465
1357510829917107973	930597	33226	5	7368	491
1357510830417802958	944673	33443	5	6710	436
1357510830918597235	928275	33206	5	7360	482
1357510831419301011	933575	34351	5	6911	436
1357510831920034996	930842	30459	5	6573	465
