Start:	1357172107823035698
Event 1 Label:	CPU cycles		RAW Identifier:	r0FF
Event 2 Label:	L1 Data Cache access		RAW Identifier:	r004
Event 3 Label:	L1 Instructions Cache access		RAW Identifier:	r014
Event 4 Label:	L2 Data Cache access		RAW Identifier:	r016
Event 5 Label:	Bus Access		RAW Identifier:	r019
     0.500538027	1699546	r0FF
     0.500538027	15341	r004
     0.500538027	20241	r014
     0.500538027	1755	r016
     0.500538027	2110	r019
     1.001641844	342846	r0FF
     1.001641844	38791	r004
     1.001641844	55336	r014
     1.001641844	5388	r016
     1.001641844	4706	r019
     1.502747327	107935	r0FF
     1.502747327	16020	r004
     1.502747327	21124	r014
     1.502747327	1255	r016
     1.502747327	436	r019
     2.003661145	78709	r0FF
     2.003661145	17239	r004
     2.003661145	21896	r014
     2.003661145	1259	r016
     2.003661145	436	r019
     2.504537921	111127	r0FF
     2.504537921	15896	r004
     2.504537921	20325	r014
     2.504537921	1178	r016
     2.504537921	387	r019
     3.005434655	110232	r0FF
     3.005434655	17152	r004
     3.005434655	21684	r014
     3.005434655	1224	r016
     3.005434655	397	r019
     3.506323556	102447	r0FF
     3.506323556	15829	r004
     3.506323556	19551	r014
     3.506323556	1152	r016
     3.506323556	387	r019
     4.007213832	108046	r0FF
     4.007213832	17149	r004
     4.007213832	21148	r014
     4.007213832	1209	r016
     4.007213832	399	r019
     4.508117149	102913	r0FF
     4.508117149	15768	r004
     4.508117149	19312	r014
     4.508117149	1168	r016
     4.508117149	394	r019
     5.009016300	225639	r0FF
     5.009016300	39453	r004
     5.009016300	53325	r014
     5.009016300	4065	r016
     5.009016300	1534	r019
     5.509995784	110388	r0FF
     5.509995784	17135	r004
     5.509995784	22109	r014
     5.509995784	1275	r016
     5.509995784	428	r019
     6.010881268	105787	r0FF
     6.010881268	15801	r004
     6.010881268	19797	r014
     6.010881268	1185	r016
     6.010881268	412	r019
     6.511786378	112864	r0FF
     6.511786378	17188	r004
     6.511786378	21569	r014
     6.511786378	1286	r016
     6.511786378	440	r019
     7.012788528	102067	r0FF
     7.012788528	15806	r004
