Start:	1419819915554616075
Event1 Name:	r011
Event2 Name:	r004
Event3 Name:	r014
Event4 Name:	r008
Event5 Name:	r013
     0.500223641	700547181	r011
     0.500223641	92757883	r004
     0.500223641	242338257	r014
     0.500223641	966404499	r008
     0.500223641	92740750	r013
     1.000880407	700920160	r011
     1.000880407	78652140	r004
     1.000880407	212379947	r014
     1.000880407	837432359	r008
     1.000880407	78657038	r013
     1.501412756	700757156	r011
     1.501412756	80051102	r004
     1.501412756	251982802	r014
     1.501412756	1061213240	r008
     1.501412756	80053632	r013
     2.001947189	700744480	r011
     2.001947189	76383341	r004
     2.001947189	222760381	r014
     2.001947189	828701409	r008
     2.001947189	76387078	r013
     2.502492205	700771703	r011
     2.502492205	79798477	r004
     2.502492205	250587634	r014
     2.502492205	1112422885	r008
     2.502492205	79801045	r013
     3.003025471	700738221	r011
     3.003025471	112029094	r004
     3.003025471	230193236	r014
     3.003025471	855281891	r008
     3.003025471	112032809	r013
     3.503560987	700762437	r011
     3.503560987	70643646	r004
     3.503560987	247627454	r014
     3.503560987	1099338414	r008
     3.503560987	70646108	r013
     4.004149461	700812867	r011
     4.004149461	86965766	r004
     4.004149461	219490080	r014
     4.004149461	847996913	r008
     4.004149461	86969604	r013
     4.504714810	700802945	r011
     4.504714810	79159715	r004
     4.504714810	250658451	r014
     4.504714810	1094102396	r008
     4.504714810	79162196	r013
     5.005229992	700713539	r011
     5.005229992	76462199	r004
     5.005229992	216752238	r014
     5.005229992	870254442	r008
     5.005229992	76465960	r013
     5.505763592	700759104	r011
     5.505763592	81429662	r004
     5.505763592	250285051	r014
     5.505763592	1070139553	r008
     5.505763592	81432352	r013
     6.006283566	700720512	r011
     6.006283566	78390564	r004
     6.006283566	225475177	r014
     6.006283566	838640901	r008
     6.006283566	78394301	r013
     6.506823957	700764777	r011
     6.506823957	79424933	r004
     6.506823957	249190454	r014
     6.506823957	1086944057	r008
     6.506823957	79427532	r013
     7.007347473	700727451	r011
     7.007347473	109976917	r004
     7.007347473	228916914	r014
     7.007347473	862028243	r008
     7.007347473	109980598	r013
     7.507879364	700752664	r011
     7.507879364	62530506	r004
     7.507879364	246423366	r014
     7.507879364	1054484830	r008
     7.507879364	62533241	r013
     8.008397421	700719387	r011
     8.008397421	94422664	r004
     8.008397421	223985513	r014
     8.008397421	885414423	r008
     8.008397421	94426221	r013
     8.509014270	700871332	r011
     8.509014270	84011156	r004
     8.509014270	242532059	r014
     8.509014270	1029019538	r008
     8.509014270	84013939	r013
     9.010372743	701896877	r011
     9.010372743	75477365	r004
     9.010372743	220311344	r014
     9.010372743	877791416	r008
     9.010372743	75481023	r013
     9.510904759	700755381	r011
     9.510904759	82768792	r004
     9.510904759	252179645	r014
     9.510904759	1050413888	r008
     9.510904759	82771412	r013
    10.011425691	700721799	r011
    10.011425691	70476076	r004
    10.011425691	227582740	r014
    10.011425691	879493875	r008
    10.011425691	70479588	r013
    10.511964832	700765085	r011
    10.511964832	86277131	r004
    10.511964832	239354381	r014
    10.511964832	1065061273	r008
    10.511964832	86279817	r013
    11.012507890	700753711	r011
    11.012507890	104797057	r004
    11.012507890	237349240	r014
    11.012507890	895398162	r008
    11.012507890	104800760	r013
    11.513051239	700766221	r011
    11.513051239	52662164	r004
    11.513051239	241342182	r014
    11.513051239	1009085501	r008
    11.513051239	52664810	r013
    12.013583755	700744331	r011
    12.013583755	105265147	r004
    12.013583755	229154195	r014
    12.013583755	919916622	r008
    12.013583755	105268752	r013
    12.514193312	700854784	r011
    12.514193312	85805460	r004
    12.514193312	243144887	r014
    12.514193312	1012102046	r008
    12.514193312	85808354	r013
    13.014724245	700747684	r011
    13.014724245	67707463	r004
    13.014724245	223920136	r014
    13.014724245	954528102	r008
    13.014724245	67710724	r013
    13.515320136	700837416	r011
    13.515320136	92602914	r004
    13.515320136	245270291	r014
    13.515320136	982882274	r008
    13.515320136	92605874	r013
    14.015850985	700740704	r011
    14.015850985	64180537	r004
    14.015850985	228464011	r014
    14.015850985	933301593	r008
    14.015850985	64183737	r013
    14.516391792	700762648	r011
    14.516391792	93562210	r004
    14.516391792	237396696	r014
    14.516391792	1000881377	r008
    14.516391792	93565311	r013
    15.016910808	700726472	r011
    15.016910808	94054238	r004
    15.016910808	240911283	r014
    15.016910808	975291863	r008
    15.016910808	94057208	r013
    15.517563907	700834010	r011
    15.517563907	63196032	r004
    15.517563907	227630304	r014
    15.517563907	947246551	r008
    15.517563907	63199360	r013
    16.018091673	700738528	r011
    16.018091673	92513595	r004
    16.018091673	243797948	r014
    16.018091673	1000851342	r008
    16.018091673	92516725	r013
    16.518668564	700809737	r011
    16.518668564	87063944	r004
    16.518668564	232839516	r014
    16.518668564	925988528	r008
    16.518668564	87067306	r013
    17.019190205	700730635	r011
    17.019190205	69585795	r004
    17.019190205	230635421	r014
    17.019190205	1005791875	r008
    17.019190205	69588670	r013
    17.519730596	700758244	r011
    17.519730596	101619303	r004
    17.519730596	246276545	r014
    17.519730596	912224512	r008
    17.519730596	101622807	r013
    18.020256487	700737896	r011
    18.020256487	60494116	r004
    18.020256487	237884224	r014
    18.020256487	1000436837	r008
    18.020256487	60497020	r013
    18.520792169	700748880	r011
    18.520792169	95923991	r004
    18.520792169	230183130	r014
    18.520792169	948133665	r008
    18.520792169	95927265	r013
    19.021333977	700763497	r011
    19.021333977	87115278	r004
    19.021333977	244658941	r014
    19.021333977	1025330084	r008
    19.021333977	87118129	r013
    19.521867160	700745915	r011
    19.521867160	70469237	r004
    19.521867160	221231661	r014
    19.521867160	908473004	r008
    19.521867160	70472735	r013
    20.022403675	700755349	r011
    20.022403675	85712977	r004
    20.022403675	246140419	r014
    20.022403675	1045617883	r008
    20.022403675	85715795	r013
    20.523287524	701210497	r011
    20.523287524	78376430	r004
    20.523287524	227644869	r014
    20.523287524	864286444	r008
    20.523287524	78380151	r013
    21.023889040	700852731	r011
    21.023889040	76961040	r004
    21.023889040	243755062	r014
    21.023889040	1077115928	r008
    21.023889040	76963764	r013
    21.524424139	700742241	r011
    21.524424139	110247435	r004
    21.524424139	229902857	r014
    21.524424139	872186275	r008
    21.524424139	110251142	r013
    22.024956988	700759324	r011
    22.024956988	75885989	r004
    22.024956988	246357541	r014
    22.024956988	1089248605	r008
    22.024956988	75888563	r013
    22.525491004	700735784	r011
    22.525491004	81638490	r004
    22.525491004	220213115	r014
    22.525491004	855777008	r008
    22.525491004	81642343	r013
    23.026020728	700756393	r011
    23.026020728	79274215	r004
    23.026020728	250297002	r014
    23.026020728	1082981955	r008
    23.026020728	79276966	r013
    23.526537244	700713403	r011
    23.526537244	75761729	r004
    23.526537244	217382523	r014
    23.526537244	868907029	r008
    23.526537244	75765693	r013
    24.027074302	700759028	r011
    24.027074302	82950462	r004
    24.027074302	251790720	r014
    24.027074302	1066828610	r008
    24.027074302	82953411	r013
    24.527594109	700720982	r011
    24.527594109	87004773	r004
    24.527594109	229195468	r014
    24.527594109	871545268	r008
    24.527594109	87008406	r013
    25.028152750	700778848	r011
    25.028152750	170009774	r004
    25.028152750	237220094	r014
    25.028152750	869804192	r008
    25.028152750	170013437	r013
    25.528986266	701074592	r011
    25.528986266	224208395	r004
    25.528986266	239820741	r014
    25.528986266	692008228	r008
    25.528986266	224212359	r013
    26.029619240	700888192	r011
    26.029619240	239868655	r004
    26.029619240	251100499	r014
    26.029619240	758796493	r008
    26.029619240	239872225	r013
    26.530192547	700803596	r011
    26.530192547	231286634	r004
    26.530192547	246172147	r014
    26.530192547	724106192	r008
    26.530192547	231290294	r013
    27.030792396	700840480	r011
    27.030792396	234600424	r004
    27.030792396	248164101	r014
    27.030792396	736609302	r008
    27.030792396	234604014	r013
    27.531394954	700846140	r011
    27.531394954	234650047	r004
    27.531394954	246117765	r014
    27.531394954	733411723	r008
    27.531394954	234653507	r013
    28.032001178	700849308	r011
    28.032001178	232977864	r004
    28.032001178	242978776	r014
    28.032001178	723378235	r008
    28.032001178	232981543	r013
    28.532614360	700859264	r011
    28.532614360	241513027	r004
    28.532614360	252365461	r014
    28.532614360	765503679	r008
    28.532614360	241516408	r013
    29.033338542	701016776	r011
    29.033338542	221547400	r004
    29.033338542	240081364	r014
    29.033338542	684695983	r008
    29.033338542	221551489	r013
    29.534104849	701075089	r011
    29.534104849	241624519	r004
    29.534104849	252437202	r014
    29.534104849	765523715	r008
    29.534104849	241628046	r013
    30.034818073	700998847	r011
    30.034818073	225551386	r004
    30.034818073	236387232	r014
    30.034818073	689321867	r008
    30.034818073	225555300	r013
    30.535750171	701090310	r011
    30.535750171	242412125	r004
    30.535750171	259606856	r014
    30.535750171	779248370	r008
    30.535750171	242415266	r013
    31.036444812	700971640	r011
    31.036444812	220863001	r004
    31.036444812	233653306	r014
    31.036444812	670949454	r008
    31.036444812	220867144	r013
    31.537157327	701001420	r011
    31.537157327	250752877	r004
    31.537157327	259510410	r014
    31.537157327	803189972	r008
    31.537157327	250756213	r013
    32.037857718	700981021	r011
    32.037857718	213889084	r004
    32.037857718	231836116	r014
    32.037857718	647358258	r008
    32.037857718	213893061	r013
    32.538566775	700995352	r011
    32.538566775	256332938	r004
    32.538566775	264245759	r014
    32.538566775	827813483	r008
    32.538566775	256335976	r013
    33.041609910	704263627	r011
    33.041609910	211457664	r004
    33.041609910	228250369	r014
    33.041609910	632371202	r008
    33.041609910	211461875	r013
    33.542285593	700947116	r011
    33.542285593	255460024	r004
    33.542285593	267480612	r014
    33.542285593	830662636	r008
    33.542285593	255463102	r013
    34.042968650	700958472	r011
    34.042968650	216525016	r004
    34.042968650	230654159	r014
    34.042968650	654639763	r008
    34.042968650	216528923	r013
    34.543723082	701050512	r011
    34.543723082	250491623	r004
    34.543723082	261904040	r014
    34.543723082	806449195	r008
    34.543723082	250494825	r013
    35.044433889	701003904	r011
    35.044433889	222250519	r004
    35.044433889	236774354	r014
    35.044433889	681040161	r008
    35.044433889	222254246	r013
    35.545247279	701048421	r011
    35.545247279	243824438	r004
    35.545247279	253756667	r014
    35.545247279	772825040	r008
    35.545247279	243827901	r013
    36.045954253	700991504	r011
    36.045954253	224985145	r004
    36.045954253	242713049	r014
    36.045954253	698995618	r008
    36.045954253	224988983	r013
    36.546657227	700984188	r011
    36.546657227	236943110	r004
    36.546657227	249685586	r014
    36.546657227	745916244	r008
    36.546657227	236946661	r013
    37.047368367	700996436	r011
    37.047368367	236268105	r004
    37.047368367	244813161	r014
    37.047368367	736304572	r008
    37.047368367	236271668	r013
    37.548087716	701010184	r011
    37.548087716	230332864	r004
    37.548087716	243929641	r014
    37.548087716	715733230	r008
    37.548087716	230336668	r013
    38.048871232	701098772	r011
    38.048871232	238681985	r004
    38.048871232	250782872	r014
    38.048871232	753091691	r008
    38.048871232	238685539	r013
    38.549571330	700980272	r011
    38.549571330	224038653	r004
    38.549571330	242118490	r014
    38.549571330	694213763	r008
    38.549571330	224042599	r013
    39.050280971	700998168	r011
    39.050280971	245981849	r004
    39.050280971	255348341	r014
    39.050280971	782057086	r008
    39.050280971	245985103	r013
    39.550866820	700819644	r011
    39.550866820	220518030	r004
    39.550866820	233333125	r014
    39.550866820	669306608	r008
    39.550866820	220521990	r013
    40.051447544	700816232	r011
    40.051447544	249492093	r004
    40.051447544	263959395	r014
    40.051447544	807356401	r008
    40.051447544	249495186	r013
    40.552124476	700873789	r011
    40.552124476	215024392	r004
    40.552124476	230328172	r014
    40.552124476	646431142	r008
    40.552124476	215028431	r013
    41.052700326	700807292	r011
    41.052700326	255541292	r004
    41.052700326	264407845	r014
    41.052700326	826440612	r008
    41.052700326	255544420	r013
    41.553274466	700807268	r011
    41.553274466	215703692	r004
    41.553274466	233447913	r014
    41.553274466	655051146	r008
    41.553274466	215707759	r013
    42.053934815	700924828	r011
    42.053934815	249453163	r004
    42.053934815	257256530	r014
    42.053934815	795364996	r008
    42.053934815	249456719	r013
    42.554481540	700766728	r011
    42.554481540	223917165	r004
    42.554481540	237956391	r014
    42.554481540	688347321	r008
    42.554481540	223920897	r013
    43.055075972	700834148	r011
    43.055075972	241047498	r004
    43.055075972	255657084	r014
    43.055075972	768687039	r008
    43.055075972	241051190	r013
    43.555664530	700824752	r011
    43.555664530	229611666	r004
    43.555664530	238745713	r014
    43.555664530	706109751	r008
    43.555664530	229615424	r013
    44.056247004	700817412	r011
    44.056247004	237072198	r004
    44.056247004	250192504	r014
    44.056247004	745538979	r008
    44.056247004	237075698	r013
    44.556833811	700824160	r011
    44.556833811	230381956	r004
    44.556833811	246064578	r014
    44.556833811	719595465	r008
    44.556833811	230385619	r013
    45.057414827	700811148	r011
    45.057414827	232405001	r004
    45.057414827	246855481	r014
    45.057414827	727764918	r008
    45.057414827	232408865	r013
    45.558132051	700922701	r011
    45.558132051	234324885	r004
    45.558132051	248374291	r014
    45.558132051	735546150	r008
    45.558132051	234328503	r013
    46.058721650	700827592	r011
    46.058721650	232186674	r004
    46.058721650	240522470	r014
    46.058721650	715498685	r008
    46.058721650	232190466	r013
    46.559304874	700820404	r011
    46.559304874	239624535	r004
    46.559304874	251553926	r014
    46.559304874	755889327	r008
    46.559304874	239627955	r013
    47.059877806	700801600	r011
    47.059877806	223445862	r004
    47.059877806	241639990	r014
    47.059877806	692310577	r008
    47.059877806	223449971	r013
    47.560456197	700812776	r011
    47.560456197	246712971	r004
    47.560456197	255740631	r014
    47.560456197	784612367	r008
    47.560456197	246716205	r013
    48.061034796	700811476	r011
    48.061034796	220030777	r004
    48.061034796	233055529	r014
    48.061034796	667233522	r008
    48.061034796	220034885	r013
    48.561620354	700822152	r011
    48.561620354	362334951	r004
    48.561620354	216506886	r014
    48.561620354	753314380	r008
    48.561620354	362345560	r013
    49.062187370	700794708	r011
    49.062187370	350805250	r004
    49.062187370	189605016	r014
    49.062187370	651105566	r008
    49.062187370	350816188	r013
    49.562758636	700801268	r011
    49.562758636	441971214	r004
    49.562758636	208110743	r014
    49.562758636	819533032	r008
    49.562758636	441984076	r013
    50.063331693	700802992	r011
    50.063331693	348889030	r004
    50.063331693	189573382	r014
    50.063331693	648026726	r008
    50.063331693	348900201	r013
    50.564707499	696986897	r011
    50.564707499	427315045	r004
    50.564707499	203751265	r014
    50.564707499	795372931	r008
    50.564707499	427327842	r013
    51.065275889	700797088	r011
    51.065275889	368713834	r004
    51.065275889	193527754	r014
    51.065275889	684258991	r008
    51.065275889	368725596	r013
    51.565859780	700820540	r011
    51.565859780	403376709	r004
    51.565859780	200348576	r014
    51.565859780	750548102	r008
    51.565859780	403388695	r013
    52.066513254	700915500	r011
    52.066513254	391623757	r004
    52.066513254	197522442	r014
    52.066513254	727345626	r008
    52.066513254	391635382	r013
    52.567128187	700862060	r011
