#Timestamp	Benchmark	CPU(4) Frequency(MHz)	CPU(4) Temperature(C)	A15 Voltage(V)	A15 Current(A)	A15 Power(W)	CPU cycles	Instructions architecturally executed	Exceptions taken	Predictable branch speculatively executed	Mispredicted or not predicted branch speculatively executed	
1357506037502420397	automotive_bitcount	1300	53	1.000000	0.286000	0.302000	124493	33041	5	6486	528
1357506038037354142	automotive_bitcount	1300	53	1.000000	0.285000	0.300000	151979	34632	5	8017	615
1357506038572289011	automotive_bitcount	1300	53	1.000000	0.286000	0.302000	167617	36058	5	6912	493
1357506039102356148	automotive_bitcount	1300	53	1.000000	0.286000	0.302000	152772	32315	5	7143	543
1357506039637340059	automotive_bitcount	1300	53	1.000000	0.286000	0.302000	164242	33397	5	6713	483
1357506040172262096	automotive_bitcount	1300	53	1.000000	0.286000	0.302000	150901	32980	5	7548	572
1357506040702380190	automotive_bitcount	1300	53	1.000000	0.286000	0.302000	340641	80130	6	16767	1690
1357506041237690767	automotive_bitcount	1300	53	1.000000	0.286000	0.302000	163963	31971	5	6697	470
1357506041772327138	automotive_bitcount	1300	53	1.000000	0.286000	0.302000	149159	32830	5	7071	519
1357506042302847023	automotive_bitcount	1300	53	1.000000	0.286000	0.302000	180913	32478	5	6880	506
1357506042847295902	automotive_bitcount	1300	53	1.000000	0.286000	0.302000	173796	39719	5	8515	575
1357506043382266064	automotive_bitcount	1300	53	1.000000	0.286000	0.302000	173966	43073	5	8829	577
1357506043917294225	automotive_bitcount	1300	53	1.000000	0.286000	0.302000	174566	39013	5	8707	576
1357506044452285261	automotive_bitcount	1300	53	1.000000	0.285000	0.300000	173886	40504	5	8584	490
1357506044987278589	automotive_bitcount	1300	53	1.000000	0.286000	0.302000	149382	32854	5	7203	529
1357506045517260226	automotive_bitcount	1300	53	1.000000	0.285000	0.300000	123888	31966	5	6297	445
1357506046047253029	automotive_bitcount	1300	53	1.000000	0.285000	0.300000	146415	32830	5	7522	522
1357506046572326682	automotive_bitcount	1300	53	1.000000	0.286000	0.302000	160474	32483	5	6759	472
1357506047112339868	automotive_bitcount	1300	53	1.000000	0.286000	0.302000	172728	39713	5	8342	468
1357506047647265821	automotive_bitcount	1300	53	1.000000	0.285000	0.300000	148370	33219	5	7437	501
1357506048182249816	automotive_bitcount	1300	53	1.000000	0.286000	0.302000	161562	36282	5	7040	516
1357506048717282352	automotive_bitcount	1300	53	1.000000	0.285000	0.300000	395567	100902	6	24953	1683
1357506049252279930	automotive_bitcount	1300	53	1.000000	0.286000	0.302000	161864	32711	5	6637	436
1357506049787269633	automotive_bitcount	1300	53	1.000000	0.286000	0.302000	147497	32085	5	7118	469
1357506050317244437	automotive_bitcount	1300	53	1.000000	0.286000	0.302000	160272	32478	5	6575	406
1357506050852280973	automotive_bitcount	1300	53	1.000000	0.286000	0.302000	147773	32318	5	7138	481
1357506051387269676	automotive_bitcount	1300	53	1.000000	0.286000	0.302000	161108	32477	5	6668	425
1357506051917261062	automotive_bitcount	1300	53	1.000000	0.286000	0.302000	148206	33235	5	7582	521
1357506052452296682	automotive_bitcount	1300	53	1.000000	0.286000	0.302000	162193	34162	5	6647	422
1357506052987323635	automotive_bitcount	1300	53	1.000000	0.286000	0.302000	324607	73617	6	15389	1363
