Start:	1428606694705671615
Event1 Name:	r0FF
Event2 Name:	r01B
Event3 Name:	r073
Event4 Name:	r075
Event5 Name:	r004
Event6 Name:	r016
Event7 Name:	r017
     0.500379057	33245794	r0FF
     0.500379057	734278	r01B
     0.500379057	58069	r073
     0.500379057	0	r075
     0.500379057	6137203	r004
     0.500379057	734408	r016
     0.500379057	58084	r017
     1.001164531	17462088	r0FF
     1.001164531	328246	r01B
     1.001164531	10069	r073
     1.001164531	0	r075
     1.001164531	1894080	r004
     1.001164531	328204	r016
     1.001164531	10065	r017
     1.501897129	16048053	r0FF
     1.501897129	270963	r01B
     1.501897129	3971	r073
     1.501897129	0	r075
     1.501897129	1654632	r004
     1.501897129	271107	r016
     1.501897129	3963	r017
     2.002586102	15137644	r0FF
     2.002586102	231239	r01B
     2.002586102	2895	r073
     2.002586102	0	r075
     2.002586102	1491481	r004
     2.002586102	231100	r016
     2.002586102	2897	r017
     2.503267118	14061983	r0FF
     2.503267118	248068	r01B
     2.503267118	1737	r073
     2.503267118	0	r075
     2.503267118	1354545	r004
     2.503267118	248090	r016
     2.503267118	1734	r017
     3.003990216	8065970	r0FF
     3.003990216	172723	r01B
     3.003990216	1729	r073
     3.003990216	0	r075
     3.003990216	1393535	r004
     3.003990216	172638	r016
     3.003990216	1729	r017
     3.504710565	14493493	r0FF
     3.504710565	211141	r01B
     3.504710565	3252	r073
     3.504710565	0	r075
     3.504710565	1349070	r004
     3.504710565	211223	r016
     3.504710565	3254	r017
     4.005388913	15351348	r0FF
     4.005388913	208545	r01B
     4.005388913	2314	r073
     4.005388913	0	r075
     4.005388913	1544195	r004
     4.005388913	208554	r016
     4.005388913	2313	r017
     4.506067887	16879667	r0FF
     4.506067887	340563	r01B
     4.506067887	12466	r073
     4.506067887	0	r075
     4.506067887	1753906	r004
     4.506067887	340541	r016
     4.506067887	12476	r017
     5.006748444	14803794	r0FF
     5.006748444	216652	r01B
     5.006748444	3743	r073
     5.006748444	0	r075
     5.006748444	1426192	r004
     5.006748444	216644	r016
     5.006748444	3734	r017
     5.507432793	8972263	r0FF
     5.507432793	187418	r01B
     5.507432793	2018	r073
     5.507432793	0	r075
     5.507432793	1536721	r004
     5.507432793	187405	r016
     5.507432793	2018	r017
     6.008113058	14369291	r0FF
     6.008113058	206536	r01B
     6.008113058	1986	r073
     6.008113058	0	r075
     6.008113058	1457208	r004
     6.008113058	206561	r016
     6.008113058	1984	r017
     6.508880699	16434749	r0FF
     6.508880699	294458	r01B
     6.508880699	5933	r073
     6.508880699	0	r075
     6.508880699	1714412	r004
     6.508880699	294442	r016
     6.508880699	5936	r017
