#Timestamp	Benchmark	CPU(0) Frequency(MHz)	CPU(0) Temperature(C)	A7 Voltage(V)	A7 Current(A)	A7 Power(W)	CPU cycles	Instructions architecturally executed	Exceptions taken	Predictable branch speculatively executed	Mispredicted or not predicted branch speculatively executed	
1357738186461759683	automotive_bitcount	1200	62	1.100000	0.060000	0.070000	9666527	3063759	138	335289	81378
1357738186991137196	automotive_bitcount	1200	62	1.100000	0.061000	0.071000	9860186	3101568	134	339354	81916
1357738187511136200	automotive_bitcount	1200	63	1.100000	0.059000	0.069000	10731830	3330689	150	365798	88893
1357738188056121327	automotive_bitcount	1200	63	1.100000	0.059000	0.069000	9379300	2971140	135	325499	78824
1357738188586114256	automotive_bitcount	1200	63	1.100000	0.060000	0.070000	13712980	3979272	149	440652	104942
1357738189116126350	automotive_bitcount	1200	63	1.100000	0.061000	0.071000	9601922	3028655	133	331406	80356
1357738189646122779	automotive_bitcount	1200	63	1.100000	0.060000	0.070000	10322152	3218805	141	353034	85641
1357738190176103332	automotive_bitcount	1200	63	1.100000	0.058000	0.068000	10147836	3184012	141	349371	84713
1357738190706104302	automotive_bitcount	1200	64	1.100000	0.060000	0.070000	10352751	3236684	142	354935	86441
1357738191236114646	automotive_bitcount	1200	64	1.100000	0.060000	0.070000	9713865	3088259	135	337884	82224
1357738191766103991	automotive_bitcount	1200	65	1.100000	0.060000	0.070000	10441063	3239273	147	355319	86525
1357738192296102044	automotive_bitcount	1200	65	1.100000	0.059000	0.069000	9787443	3132295	140	343511	83400
1357738192826105097	automotive_bitcount	1200	64	1.100000	0.060000	0.070000	10343256	3292014	143	362251	88013
1357738193356096775	automotive_bitcount	1200	63	1.100000	0.060000	0.070000	9722775	3114067	133	341040	83142
1357738193886106495	automotive_bitcount	1200	63	1.100000	0.060000	0.070000	7310651	2249238	97	249614	60925
1357738194416111632	automotive_bitcount	1200	63	1.100000	0.060000	0.070000	11989999	3679728	155	404507	99164
1357738194946123185	automotive_bitcount	1200	63	1.100000	0.059000	0.069000	9063687	2936407	133	321286	78282
1357738195469312344	automotive_bitcount	1200	63	1.100000	0.061000	0.071000	10103591	3214253	144	353382	85848
1357738196001106683	automotive_bitcount	1200	63	1.100000	0.061000	0.071000	9929984	3134899	136	343061	83470
1357738196526099086	automotive_bitcount	1200	63	1.100000	0.060000	0.070000	10169322	3200061	141	350968	85253
1357738197056110973	automotive_bitcount	1200	64	1.100000	0.060000	0.070000	10086977	3185224	138	349495	84246
1357738197586105109	automotive_bitcount	1200	64	1.100000	0.060000	0.070000	9879616	3151129	143	347240	84242
1357738198116112079	automotive_bitcount	1200	64	1.100000	0.061000	0.071000	7764751	2396756	107	265704	65095
1357738198646128590	automotive_bitcount	1200	65	1.100000	0.060000	0.070000	9583376	3064339	132	336168	80121
1357738199176111602	automotive_bitcount	1200	64	1.100000	0.060000	0.070000	12195131	3749622	153	412149	100027
1357738199706105530	automotive_bitcount	1200	63	1.100000	0.060000	0.070000	10637174	3313607	146	364200	88402
1357738200236299082	automotive_qsort1	1200	63	1.100000	0.060000	0.070000	15157781	4254717	174	469961	114705
1357738200766328344	automotive_qsort1	1200	63	1.100000	0.060000	0.070000	11995643	3744140	165	414642	100054
1357738201296289189	automotive_qsort1	1200	64	1.100000	0.059000	0.069000	16928121	4726847	303	539699	136205
1357738201826300658	automotive_qsort1	1200	63	1.100000	0.061000	0.071000	12320544	3846776	166	425257	102873
1357738202356289753	automotive_qsort1	1200	63	1.100000	0.061000	0.071000	12440015	3839614	165	423449	102577
1357738202886278723	automotive_qsort1	1200	63	1.100000	0.061000	0.071000	12362654	3845164	162	424726	103030
1357738203416275068	automotive_qsort1	1200	63	1.100000	0.059000	0.069000	8950234	2753353	118	307290	74269
1357738203946307829	automotive_qsort1	1200	63	1.100000	0.060000	0.070000	15986597	4824313	191	530669	128217
1357738204476727089	automotive_qsort1	1200	63	1.100000	0.062000	0.072000	12169207	3854465	163	425869	103366
1357738205006303519	automotive_qsort1	1200	63	1.100000	0.060000	0.070000	11831655	3717565	154	410564	99784
1357738205536298572	automotive_qsort1	1200	63	1.100000	0.060000	0.070000	12200050	3834489	162	423329	102403
1357738206066285208	automotive_qsort1	1200	63	1.100000	0.060000	0.070000	12129354	3763803	160	415347	101217
