#Timestamp	CPU cycles	Instructions architecturally executed	Exceptions taken	Predictable branch speculatively executed	Mispredicted or not predicted branch speculatively executed
1357507589737842949	52882468	40787826	384	6737520	192932
1357507590238583351	186596	34357	5	7309	617
1357507590739173877	360797	94454	6	19984	2362
1357507591239840654	150812	35065	5	7698	740
1357507591740453098	181391	38340	5	7927	480
1357507592241068458	149218	33487	5	7207	533
1357507592741689818	323274	75936	6	16277	1715
1357507593242299845	161994	34621	5	6956	543
1357507593742912163	147721	33756	5	7499	528
1357507594243519523	160047	33752	5	6752	474
1357507594744132175	146683	33756	5	7517	485
1357507595244735952	159838	34639	5	7071	445
1357507595745402187	145946	33750	5	7426	512
1357507596246174588	158398	34707	5	6719	448
1357507596746780324	334745	75800	6	16034	1637
1357507597247392059	148467	33727	5	7468	544
1357507597747986169	159276	34255	5	6817	444
1357507598248589363	144696	33210	5	7432	489
1357507598749171264	119891	33707	5	6590	418
1357507599249763666	142703	33741	5	7486	514
1357507599750407401	157772	32823	5	6911	439
1357507600251023095	145477	33436	5	7358	524
1357507600751645080	336996	88514	6	20322	1556
1357507601252467606	159946	33706	5	6823	444
1357507601753084925	145668	33722	5	7442	503
1357507602253693785	158667	33716	5	6868	451
1357507602754311853	145447	33717	5	7390	490
1357507603254927797	157719	33313	5	6561	418
1357507603755624073	145161	34176	5	7888	558
1357507604256232517	159878	34121	5	6414	399
1357507604756834252	344274	82656	6	19036	1496
1357507605257449821	144852	32860	5	7368	515
1357507605758054639	158093	31966	5	6680	451
1357507606258890082	166755	32836	5	7068	468
1357507606759574358	118948	31241	5	5891	396
1357507607260350010	140943	33553	5	7876	496
1357507607761056328	155903	32869	5	6941	445
1357507608261768688	145069	33492	5	7405	508
1357507608762479589	353876	91889	6	20766	1593
1357507609263181407	157501	31966	5	6625	456
1357507609763889142	144093	32836	5	7130	467
1357507610264585669	156417	32473	5	6746	436
1357507610765354154	142922	32324	5	6930	450
1357507611266242846	156860	33392	5	6763	449
1357507611766948414	144468	33216	5	7575	516
1357507612267639899	157096	34701	5	6875	452
1357507612768332592	330145	76355	6	15824	1471
1357507613269037952	144573	32348	5	7031	510
1357507613769722896	157692	31966	5	6373	425
1357507614270478797	444174	32836	5	7312	501
1357507614771210532	229089	31999	5	6641	454
1357507615271984516	224034	32800	5	7067	483
1357507615772775751	252022	35888	5	7059	535
1357507616275539562	268163	41035	5	8826	571
1357507616776313630	456740	89170	6	19032	1594
1357507617277070698	256627	33451	5	6979	463
1357507617777837599	235084	32324	5	7084	478
1357507618278595126	252829	32716	5	6619	404
1357507618779364235	234577	32091	5	6957	472
1357507619280193178	251946	31993	5	6688	430
1357507619780868746	235359	33703	5	7684	549
1357507620281525731	254431	34695	5	6725	402
1357507620782190675	423752	75952	6	15512	1495
1357507621284338488	761114	184518	32	40383	4561
1357507621785433263	279078	41833	5	9351	577
1357507622286194165	240688	33176	5	7399	572
1357507622786926941	248970	32836	5	6773	488
1357507623287638718	206289	34640	5	7410	517
1357507623788372952	243513	32472	5	6653	459
1357507624289142229	239392	32986	5	7488	555
1357507624789942213	409150	78374	6	16270	1677
1357507625290689823	252653	32955	5	6785	493
1357507625791451266	234948	33611	5	7334	483
1357507626292495958	250707	32889	5	8350	551
1357507626793310776	268479	41979	5	7269	502
1357507627294076385	237913	32305	5	7380	485
1357507627794929120	246087	43964	5	8570	617
1357507628295681813	268467	31366	5	7039	470
