#Timestamp	CPU cycles	L1 Data Cache access	L1 Instructions Cache access	L2 Data Cache access	Bus Access
1357007733542339821		972759	78569	106579	9758	2580
1357007734043116580		2427276	103999	148869	12485	5964
1357007734543747799		344598	18987	24358	1174	409
1357007735044376142		1805199	56246	75246	5213	1598
1357007735545074485		571386	16960	22869	1147	415
1357007736045713537		1513822	51863	67784	4563	1182
1357007736546356963		793386	19455	26164	1270	444
1357007737047035056		1579535	73716	99532	7286	2713
1357007737547680650		959419	18918	26540	1310	397
1357007738048319618		1191024	51087	68208	4714	1218
1357007738549650874		1206745	18857	28480	1227	392
1357007739050286884		1010767	57371	73659	4854	1129
1357007739550937394		1404294	18836	25954	1270	384
1357007740051579904		761163	53437	70850	4785	1219
1357007740552216414		1606530	19430	26454	1307	404
1357007741052850382		802845	73504	96094	7077	2041
1357007741553497476		1690632	18760	25536	1191	412
1357007742054125277		534650	52091	67088	4608	1152
1357007742554933286		1630697	16983	22879	1127	399
1357007743055618254		703406	54893	72174	4866	1171
1357007743556385055		1511193	16951	25500	1155	383
1357007744057032649		899125	52807	66727	4912	1213
1357007744557677700		1329738	19422	26478	1391	386
1357007745058318169		1260369	72711	97317	7123	1777
1357007745558958679		1104438	16866	22709	1141	375
1357007746059661272		1349117	55255	73067	5171	1314
1357007746560303865		896410	18911	28810	1169	368
1357007747060953208		1574754	56965	72500	5116	1242
1357007747561672634		687435	18759	24577	1226	408
1357007748062326353		1708508	52142	68846	4916	1054
1357007748563060112		485485	19398	26220	1371	385
1357007749063693205		2137784	74766	99410	7550	2192
1357007749564330924		261754	16870	25467	1192	384
1357007750065008809		2041769	52367	70111	4788	1375
1357007750568486177		260532	18810	23464	1157	404
1357007751069120979		1976708	55438	73266	5290	1318
1357007751569794614		440175	16869	25501	1119	392
1357007752070421374		1707707	53504	68411	4714	1174
1357007752571071092		651823	19359	26066	1241	400
1357007753071710269		1737787	73375	98144	7067	1835
1357007753572471945		857598	16926	22191	1113	387
1357007754073119913		1333376	53078	71512	4770	1187
1357007754573769964		1021348	20939	28322	1198	392
1357007755074451808		1177757	55418	71636	4662	1155
1357007755575096401		1243436	19275	25945	1179	428
1357007756075730827		993026	55405	70297	4809	1153
1357007756576378712		1396260	19370	26239	1288	396
1357007757077017389		994154	72985	96543	7002	1833
1357007757577665899		1599352	18935	26148	1237	389
1357007758078295242		615535	50489	64346	5363	1255
1357007758579037502		1703514	16806	22449	1112	395
1357007759079786636		536778	54417	71682	4663	1123
1357007759580418813		1708431	18962	25974	1145	392
1357007760081040948		602440	52551	68198	4563	1127
1357007760581678583		1539217	19400	26089	1384	377
1357007761082323135		1004389	73116	96726	6933	1768
1357007761582948061		1380438	18904	26797	1205	389
1357007762083677529		1041092	51530	67247	5008	1654
1357007762584363622		1176263	17005	26306	1198	403
1357007763085068424		1300272	55327	68402	5324	1231
1357007763585830849		964377	18920	27090	1153	388
1357007764086503776		1383491	50136	62635	5066	1178
1357007764587146203		817330	19317	26039	1311	380
1357007765087781379		1766485	72005	94961	7326	1707
1357007765588410389		619593	18862	28225	1176	389
1357007766089144524		1858049	52088	65682	4828	1303
1357007766589959116		400987	18984	27958	1168	384
1357007767090711209		2000048	54249	70645	4898	1242
1357007767591505551		269641	20850	26825	1181	392
1357007768092201686		1948457	52224	66690	4931	1230
1357007768593022737		323799	19197	24677	1295	392
1357007769093753413		2094409	72033	95009	7278	1940
1357007769594617713		479596	16902	23003	1142	419
