#Timestamp	CPU cycles	Instructions architecturally executed	Exceptions taken	Predictable branch speculatively executed	Mispredicted or not predicted branch speculatively executed
1357766206957428090	11276071	2889423	132	314579	76769
1357766207457965450	8427945	2719876	122	297699	73174
1357766207958404103	7222245	2271690	102	249551	61248
1357766208458840130	8306071	2687942	121	294052	71998
1357766208959268449	8428265	2734274	121	299289	73573
1357766209459700060	6954684	2209625	99	242639	59526
1357766209960197129	8408151	2730119	122	298369	73291
1357766210460628198	8353544	2720563	121	297247	72907
1357766210961060934	8377224	2742377	122	299798	73968
1357766211461486586	8851599	2888166	134	315063	77326
1357766211961936405	8028435	2654000	123	289085	70987
1357766212462413683	8461340	2687724	126	293344	71492
1357766212962858752	6997588	2211796	104	242677	59540
1357766213463305904	8400424	2684655	124	292980	71657
1357766213963743890	8447276	2713854	122	297216	72567
1357766214464188251	6849599	2161128	99	236753	58046
1357766214964624653	8496507	2747477	121	300504	73666
1357766215465064222	8391574	2708470	119	296717	72716
1357766215965509958	8341646	2689864	121	295433	72021
1357766216465956985	8260193	2673113	120	292401	71866
1357766216966476387	8776780	2856829	128	312663	76668
1357766217466920915	6843555	2183023	99	240168	58960
1357766217967364650	8442415	2735408	122	299133	73561
1357766218467808594	8116682	2661908	120	291465	71255
1357766218968255247	7008919	2268375	103	250063	60778
1357766219468700233	7758666	2530578	116	276532	67238
1357766219969144010	8092716	2653668	120	290930	70883
1357766220469613537	8117138	2658080	119	291395	71082
1357766220970097273	10108376	2837895	133	311039	76025
1357766221470615800	8299132	2669062	124	291228	71761
1357766221971256452	13687428	3729833	163	412581	99460
1357766222471778396	6879827	2125809	103	232750	56935
1357766222972320673	18593307	5432184	197	604607	136983
1357766223472947408	8590498	2690212	126	293980	71578
1357766223973570768	6903472	2157027	104	238536	57986
1357766224474176420	8409140	2671729	124	292122	71737
1357766224974798613	8563266	2709381	126	296011	72545
1357766225475440432	8295006	2621651	124	286563	69768
1357766225976031792	8629827	2721433	125	297542	73147
1357766226476622194	8298483	2651352	124	290248	70958
1357766226977399595	9079242	2878855	133	314969	76995
1357766227477985747	7008232	2164558	103	237090	58149
1357766227978595982	8168740	2640696	123	289636	71054
1357766228479197259	8447679	2698354	125	296335	71941
1357766228979798036	6872455	2140596	103	235026	57098
1357766229480437604	8257477	2656617	123	291035	70768
1357766229981044381	8460017	2692558	125	295057	71700
1357766230481633491	8330612	2662005	124	291023	71091
1357766230982245185	8348495	2676601	124	292663	72027
1357766231482872587	8408010	2686772	124	294017	72348
1357766231983616655	9067352	2807393	132	306043	74627
1357766232484217557	7007592	2179532	104	239334	58667
1357766232984824208	8369557	2654766	123	289968	70747
1357766233485465777	8567382	2697708	126	295805	72179
1357766233986079679	7198045	2222792	105	244250	60234
1357766234486702206	8551358	2711635	125	295344	72607
1357766234987242899	8494588	2686328	125	294052	71953
1357766235487765968	16272114	4219782	203	460208	109717
1357766235988278204	14416198	4058416	186	442144	105907
1357766236488791606	13123359	3698148	172	402423	96879
1357766236989418924	11907988	3315736	155	362493	86939
1357766237489999493	12396330	3608045	167	393886	95244
1357766237990535895	14358451	4056180	188	443332	105619
1357766238491049672	12420329	3458109	162	377498	89959
1357766238991612616	13160381	3786729	174	413518	99780
1357766239492123726	13718465	3885723	179	423669	101915
1357766239992625420	12474354	3580679	166	390469	94488
1357766240493137531	11588455	3400031	162	371831	90254
1357766240993633058	11807505	3462761	159	378886	92091
1357766241494144210	12383097	3626073	169	396334	96026
1357766241994709237	10403666	2943213	137	322439	78055
1357766242495266014	11662905	3401999	156	370677	89297
1357766242995772500	12094337	3500655	161	381378	91847
1357766243496258152	11221291	3117210	148	341559	81844
1357766243996752471	12135019	3461972	164	378341	90544
1357766244497262331	12419615	3548463	170	387285	92256
1357766244997754858	11948573	3394932	158	370731	88558
1357766245498256136	11422046	3352479	158	365987	88440
1357766245998752413	12423907	3572623	163	390840	93994
1357766246499251773	12056793	3477130	161	378738	91875
1357766246999747717	10164604	2918513	137	320210	77616
1357766247500313744	12514826	3593929	162	392460	94768
1357766248000804772	13105614	3718022	172	404768	97677
1357766248501307382	11355380	3236497	149	354823	85269
1357766249001847492	14950011	4206745	198	459106	110031
1357766249502357853	13925331	3957467	177	433055	104941
1357766250002858047	10980283	3294349	149	359562	87761
1357766250503372449	12294565	3608436	166	393172	95479
1357766251003861476	14733715	4098688	185	448012	108099
1357766251504352003	12855475	3673898	170	401668	97004
1357766252004884572	11721605	3296179	155	360034	86285
1357766252505424183	12103735	3478359	161	379587	91262
1357766253005916543	12538126	3530996	163	385328	92395
1357766253506458945	12227500	3436474	160	377066	90566
1357766254007044847	11336522	3349052	154	366675	88673
1357766254507625041	11791893	3425990	158	373495	90165
1357766255008201359	12805670	3680193	171	401489	96511
1357766255508781345	10438258	3156612	145	344038	83542
1357766256009375747	13270602	3843173	177	420918	100730
1357766256509999440	11150192	3122702	148	341369	82079
1357766257016605697	13823883	3868855	183	421048	101430
1357766257517183182	12781505	3685789	168	402616	96879
1357766258017768542	12227159	3498629	160	382603	92222
1357766258518350778	14063925	3940944	180	430578	104097
1357766259018965096	13602015	3849497	178	420097	101155
1357766259519544415	13726105	3892646	182	424811	102014
1357766260020208400	15703955	4391797	199	479201	114969
1357766260520814427	15145465	4260363	201	465052	110202
1357766261021462328	15024795	4251313	199	463699	109919
1357766261522038147	12936238	3579498	169	391385	93444
1357766262024272960	13643440	3827940	176	417487	100626
1357766262524847112	15578221	4086094	195	444713	105804
1357766263025496889	10778355	3123363	151	342094	81418
1357766263525997582	12475404	3668470	172	400836	96364
1357766264026500568	12053471	3571472	169	390149	94143
1357766264526990304	12229978	3642533	168	397506	94961
1357766265027491956	12087584	3517843	161	385027	92927
1357766265528005650	12283072	3628301	172	396342	94668
1357766266028514468	12527113	3709058	175	403504	97138
1357766266529006329	11003679	3196964	153	349782	83997
1357766267029597064	11995975	3553579	168	387852	93149
1357766267530106383	12491293	3630773	174	396764	95519
1357766268030560161	10899699	3122139	152	342305	82552
1357766268531127563	12961964	3822682	183	417592	100502
1357766269031633548	11170779	3371316	158	367336	88953
1357766269532129575	11197810	3398284	159	371945	90291
1357766270032639977	12369439	3692089	169	403801	97387
1357766270533191254	11923205	3561192	169	388305	93734
1357766271033700740	12092373	3552209	162	386943	94174
1357766271534220975	11255854	3315126	159	362511	87390
1357766272034725253	12190617	3568704	169	390032	93813
1357766272535284155	12195270	3616940	169	394307	94716
1357766273035818473	10571613	2988678	145	328841	78565
1357766273536323834	12276024	3620294	175	394779	94559
1357766274036822028	12530358	3744337	183	409531	97967
1357766274537317430	12430639	3688402	176	402078	96018
1357766275037818041	12508108	3630650	175	396582	94892
1357766275538362526	12667854	3682684	174	401711	96493
1357766276038891053	10902530	3209937	154	351477	84109
1357766276539414789	11278399	3087846	145	336878	81600
1357766277040062607	9893619	3095366	143	339913	82758
1357766277540557301	8361716	2680084	127	293600	71755
1357766278041059745	8284142	2636233	120	289439	70630
1357766278541548772	9064858	2884143	132	315819	76475
1357766279042030216	9317744	2942722	133	322022	78780
1357766279542516535	9026491	2884903	133	315811	77133
1357766280042999854	8912957	2850855	131	311450	76249
1357766280543493048	9074559	2924005	136	319833	78356
1357766281043969158	7482606	2369959	112	260295	63717
1357766281544465186	9046550	2915819	135	318707	78281
1357766282045040629	9443274	2993008	141	326556	79858
1357766282545515615	7792122	2402448	114	263175	63899
1357766283046005100	8866697	2809492	132	306391	74685
1357766283546497461	9197765	2916644	132	318832	77616
1357766284046978363	9089234	2862240	136	312287	76202
1357766284547462932	8841782	2799656	130	305917	74173
1357766285047938043	9137442	2902495	133	317593	77126
1357766285548425028	8743431	2814426	132	308118	75116
1357766286048909806	9727938	2493582	117	273867	66414
1357766286549432833	8846265	2733115	125	298726	73084
1357766287050056193	9176612	2829698	132	308918	75830
1357766287550573012	7376839	2214252	103	243310	59281
1357766288051087622	8732863	2689368	124	294296	72139
1357766288551606983	9986505	3016467	133	329131	81153
1357766289052195593	8842465	2721390	125	297985	72999
1357766289552823536	8796736	2718005	124	297447	73187
1357766290053417938	8730027	2719795	125	298227	72823
1357766290554012298	8880848	2759752	126	302490	74153
1357766291054601284	7435670	2227199	106	243969	60172
1357766291555270685	9427209	2901714	134	317268	78182
1357766292055800337	8906248	2679643	124	292739	71397
1357766292556309698	7340639	2188875	103	240017	58639
1357766293056837683	8817366	2692457	124	293757	71912
1357766293557382211	10649122	3300221	149	359407	87861
1357766294057969196	8781965	2712014	123	296891	72552
1357766294558484140	8858194	2725524	125	297806	72938
1357766295059042167	8630864	2677993	124	293574	71790
1357766295559567819	7394484	2190745	102	240278	58590
1357766296060106346	8769697	2702671	124	295518	72405
1357766296560636040	8759792	2681356	124	293493	71840
1357766297061277733	7900746	2369045	111	259788	63281
1357766297561841218	8793255	2694306	124	294290	72190
1357766298062383120	71566437	19038795	158	2378069	323935
1357766298562940397	10685035	3268000	151	356189	85893
1357766299063482674	9997994	3053383	139	333228	80881
1357766299564020577	9577623	2955231	136	323463	78547
1357766300064545104	9946113	3010969	137	328775	80334
1357766300565086339	9130296	2755475	128	301552	72786
1357766301065619450	11210539	3439794	156	375308	90654
1357766301566126227	11083818	3402041	156	371161	90303
1357766302142019917	11199796	3417617	159	373298	90098
1357766302642596694	11531964	2995832	140	325956	79362
1357766303143163680	10977699	3186905	142	348639	84792
1357766303643892539	8705566	2603344	120	284903	68435
1357766304144513358	10106015	3093268	140	337734	81757
1357766304645250343	9747080	3042202	139	332630	80257
1357766305145862619	10654825	3237451	148	352790	85250
1357766305646542188	10039231	3077623	140	336123	80986
1357766306147097465	9982287	3030012	140	331854	80478
1357766306647621575	10238454	3186177	147	347294	84324
1357766307148125102	10262790	3094096	145	337105	80488
1357766307648663005	10368938	3250384	150	354714	85773
1357766308149192615	10537666	3261067	148	356777	86587
1357766308649741225	8295559	2502850	116	275164	67013
1357766309150391877	9210177	2896941	135	316442	77158
1357766309650923154	9873925	3036993	137	332536	81384
1357766310151455890	9837579	3047228	139	332719	80783
1357766310651963500	9755441	3033359	139	331039	80364
1357766311152491361	9612868	2967235	137	323638	79323
1357766311653017513	8032403	2438055	113	267907	65480
1357766312153664498	9373632	2808784	132	306388	74810
1357766312654211441	8679556	2683782	124	293249	71518
1357766313154743344	7559285	2238272	103	245340	59893
1357766313655345995	8650395	2704279	125	295822	72396
1357766314155867564	8845272	2717064	125	297421	72348
1357766314656399883	8845710	2763024	126	303241	73902
1357766315156942160	8633499	2692249	125	295605	71953
1357766315657460396	10680826	2899184	131	317234	77022
