#Timestamp	Benchmark	CPU(4) Frequency(MHz)	CPU(4) Temperature(C)	A15 Voltage(V)	A15 Current(A)	A15 Power(W)	CPU cycles	L1 Data Cache access	L1 Instructions Cache access	L2 Data Cache access	Bus Access	
1357235766712252854	automotive_bitcount	1900	51	1.200000	0.560000	0.697000	163078	22298	31172	1373	434
1357235767245858979	automotive_bitcount	1900	51	1.200000	0.561000	0.699000	211791	22056	30861	1631	438
1357235767775652199	automotive_bitcount	1900	52	1.200000	0.559000	0.696000	210001	22105	30762	1564	394
1357235768310646319	automotive_bitcount	1900	51	1.200000	0.560000	0.697000	417892	47548	68650	4947	1819
1357235768850637547	automotive_bitcount	1900	51	1.200000	0.558000	0.695000	230226	21348	30851	1630	452
1357235769387318619	automotive_bitcount	1900	51	1.200000	0.560000	0.697000	210765	22066	31094	1590	390
1357235769930723711	automotive_bitcount	1900	51	1.200000	0.559000	0.696000	216303	22054	30388	1589	398
1357235770463757545	automotive_bitcount	1900	51	1.200000	0.559000	0.696000	209072	21935	30470	1613	530
1357235770993969473	automotive_bitcount	1900	51	1.200000	0.559000	0.697000	226119	21881	29137	1638	470
1357235771552267556	automotive_bitcount	1900	51	1.200000	0.559000	0.696000	208595	21932	29942	1597	398
1357235772082367108	automotive_bitcount	1900	51	1.200000	0.559000	0.697000	208369	21920	29689	1534	426
1357235772625702408	automotive_bitcount	1900	51	1.200000	0.559000	0.696000	437083	47445	69577	4642	1321
1357235773167283381	automotive_bitcount	1900	51	1.200000	0.558000	0.695000	218908	23655	31099	1613	405
1357235773707247442	automotive_bitcount	1900	51	1.200000	0.559000	0.697000	187965	21966	30598	1539	410
1357235774247295545	automotive_bitcount	1900	51	1.200000	0.559000	0.697000	185784	21976	30587	1544	422
1357235774782297206	automotive_bitcount	1900	51	1.200000	0.559000	0.697000	205643	21917	29372	1553	402
1357235775322267184	automotive_bitcount	1900	51	1.200000	0.559000	0.696000	206683	21900	29773	1532	402
1357235775866179899	automotive_bitcount	1900	51	1.200000	0.559000	0.697000	205584	21869	28870	1579	430
1357235776407244915	automotive_bitcount	1900	51	1.200000	0.560000	0.698000	434947	47294	67524	4608	1308
1357235776947258685	automotive_bitcount	1900	51	1.200000	0.559000	0.696000	218048	23246	30343	1649	409
1357235777482318179	automotive_bitcount	1900	51	1.200000	0.559000	0.696000	209556	21963	30378	1562	410
1357235778012343649	automotive_bitcount	1900	51	1.200000	0.559000	0.696000	213540	21961	30474	1598	402
1357235778550628091	automotive_bitcount	1900	51	1.200000	0.559000	0.696000	208229	22014	29877	1587	398
1357235779102228571	automotive_bitcount	1900	51	1.200000	0.559000	0.696000	206147	21961	28797	1577	422
1357235779631656626	automotive_bitcount	1900	51	1.200000	0.559000	0.696000	206237	21924	29584	1581	402
1357235780182345735	automotive_bitcount	1900	51	1.200000	0.560000	0.697000	223077	21960	29311	1555	406
1357235780712300413	automotive_bitcount	1900	51	1.200000	0.560000	0.697000	169500	23637	28906	1433	417
1357235781262279191	automotive_bitcount	1900	51	1.200000	0.561000	0.699000	202853	21875	29673	1544	394
1357235781802223502	automotive_bitcount	1900	51	1.200000	0.560000	0.697000	211476	21717	28652	1565	402
1357235782332338888	automotive_bitcount	1900	52	1.200000	0.560000	0.697000	207522	21969	30750	1633	414
1357235782877344516	automotive_bitcount	1900	52	1.200000	0.560000	0.697000	207930	21916	29428	1583	418
1357235783427300794	automotive_bitcount	1900	51	1.200000	0.559000	0.696000	205656	21912	29982	1553	390
1357235783957353180	automotive_bitcount	1900	52	1.200000	0.559000	0.696000	204009	22059	28945	1573	394
1357235784512312274	automotive_bitcount	1900	52	1.200000	0.560000	0.697000	429360	46851	67583	4564	1252
1357235785052267502	automotive_bitcount	1900	52	1.200000	0.560000	0.697000	215998	23626	29660	1640	409
1357235785582348305	automotive_bitcount	1900	52	1.200000	0.560000	0.697000	205885	21970	30287	1602	410
1357235786120687205	automotive_bitcount	1900	52	1.200000	0.560000	0.697000	210491	21913	29319	1538	402
1357235786652345545	automotive_bitcount	1900	52	1.200000	0.562000	0.700000	205229	21923	30102	1567	402
1357235787200666453	automotive_bitcount	1900	52	1.200000	0.560000	0.697000	205446	21903	29366	1579	402
1357235787740677681	automotive_bitcount	1900	52	1.200000	0.561000	0.699000	157587	20897	28284	1149	413
1357235788282342528	automotive_bitcount	1900	52	1.200000	0.561000	0.699000	427888	48091	68447	4699	1277
1357235788812334539	automotive_bitcount	1900	52	1.200000	0.561000	0.699000	215653	23580	30862	1651	413
1357235789352265059	automotive_bitcount	1900	52	1.200000	0.561000	0.699000	208441	21930	30660	1585	410
1357235789882354612	automotive_bitcount	1900	52	1.200000	0.561000	0.699000	213307	22006	30192	1649	498
1357235790432506264	automotive_qsort1	1900	52	1.200000	0.561000	0.699000	583025	22343	33737	1689	476
1357235790972494325	automotive_qsort1	1900	52	1.200000	0.562000	0.700000	317947	21897	29306	1560	398
1357235791517599244	automotive_qsort1	1900	52	1.200000	0.562000	0.700000	324837	21657	26245	1542	400
1357235792047953338	automotive_qsort1	1900	52	1.200000	0.562000	0.700000	317762	22213	32637	1695	400
1357235792602481142	automotive_qsort1	1900	52	1.200000	0.561000	0.699000	552218	46896	63255	4530	1198
1357235793142453620	automotive_qsort1	1900	52	1.200000	0.562000	0.700000	328231	23623	35130	1893	398
1357235793672616548	automotive_qsort1	1900	52	1.200000	0.563000	0.701000	347485	25255	31750	1573	405
1357235794211960819	automotive_qsort1	1900	52	1.200000	0.562000	0.700000	297907	21370	26594	1525	408
1357235794764978545	automotive_qsort1	1900	52	1.200000	0.564000	0.702000	298080	22017	30046	1562	394
1357235795302525656	automotive_qsort1	1900	52	1.200000	0.562000	0.700000	322288	21901	29274	1535	406
1357235795837501776	automotive_qsort1	1900	52	1.200000	0.562000	0.700000	317176	22417	32591	1638	408
1357235796372440354	automotive_qsort1	1900	52	1.200000	0.563000	0.701000	577220	49504	67711	4682	1198
1357235796907426516	automotive_qsort1	1900	52	1.200000	0.562000	0.700000	329558	23561	31581	1666	417
1357235797437464777	automotive_qsort1	1900	52	1.200000	0.563000	0.701000	319625	21933	34251	1674	400
1357235797982638404	automotive_qsort1	1900	52	1.200000	0.563000	0.701000	329613	22013	30174	1641	385
