#Timestamp	Benchmark	CPU(4) Frequency(MHz)	CPU(4) Temperature(C)	A15 Voltage(V)	A15 Current(A)	A15 Power(W)	CPU cycles	Instructions architecturally executed	Exceptions taken	Predictable branch speculatively executed	Mispredicted or not predicted branch speculatively executed	
1357626063982265932	automotive_bitcount	1200	53	1.000000	0.257000	0.264000	162155	37522	5	8197	573
1357626064510333908	automotive_bitcount	1200	53	1.000000	0.257000	0.264000	542920	136010	7	28688	3417
1357626065047236146	automotive_bitcount	1200	53	1.000000	0.258000	0.265000	163553	34262	5	7147	499
1357626065572336549	automotive_bitcount	1200	53	1.000000	0.257000	0.264000	148760	34240	5	7704	538
1357626066117256969	automotive_bitcount	1200	53	1.000000	0.257000	0.264000	161301	34370	5	6769	467
1357626066647255564	automotive_bitcount	1200	54	1.000000	0.257000	0.264000	147066	33213	5	7332	495
1357626067182276183	automotive_bitcount	1200	53	1.000000	0.257000	0.264000	158972	32545	5	6580	442
1357626067717267761	automotive_bitcount	1200	53	1.000000	0.257000	0.264000	146599	33230	5	7796	546
1357626068247236189	automotive_bitcount	1200	54	1.000000	0.257000	0.264000	160363	34218	5	6680	444
1357626068782264101	automotive_bitcount	1200	53	1.000000	0.257000	0.264000	339724	83521	6	18956	1597
1357626069317257637	automotive_bitcount	1200	53	1.000000	0.257000	0.264000	147722	32844	5	7527	569
1357626069847242982	automotive_bitcount	1200	54	1.000000	0.257000	0.264000	158346	31971	5	6474	401
1357626070382256643	automotive_bitcount	1200	53	1.000000	0.257000	0.264000	143977	32836	5	7176	456
1357626070917286304	automotive_bitcount	1200	53	1.000000	0.257000	0.264000	163173	31961	5	6563	405
1357626071447239858	automotive_bitcount	1200	53	1.000000	0.257000	0.264000	144184	32833	5	7061	435
1357626071982277810	automotive_bitcount	1200	53	1.000000	0.257000	0.264000	138347	32986	5	7583	519
1357626072517917011	automotive_bitcount	1200	54	1.000000	0.257000	0.264000	326222	91964	6	20433	1649
1357626073047234567	automotive_bitcount	1200	53	1.000000	0.257000	0.264000	158623	32039	5	6698	476
1357626073572314136	automotive_bitcount	1200	53	1.000000	0.257000	0.264000	144547	32836	5	7225	476
1357626074117259306	automotive_bitcount	1200	53	1.000000	0.257000	0.264000	157297	31971	5	6756	418
1357626074647226193	automotive_bitcount	1200	53	1.000000	0.257000	0.264000	144943	32831	5	6833	451
1357626075182275020	automotive_bitcount	1200	53	1.000000	0.257000	0.264000	156129	31955	5	6894	496
1357626075717254723	automotive_bitcount	1200	53	1.000000	0.257000	0.264000	169785	41559	5	8524	479
1357626076247260027	automotive_bitcount	1200	53	1.000000	0.257000	0.264000	144946	33482	5	7464	485
1357626076782275438	automotive_bitcount	1200	53	1.000000	0.257000	0.264000	351702	85231	6	17542	1601
1357626077317274599	automotive_bitcount	1200	53	1.000000	0.257000	0.264000	157832	31996	5	6557	448
1357626077847234944	automotive_bitcount	1200	53	1.000000	0.257000	0.264000	144397	32801	5	7204	477
1357626078382285730	automotive_bitcount	1200	53	1.000000	0.257000	0.264000	156788	31966	5	6661	406
1357626078917266933	automotive_bitcount	1200	53	1.000000	0.257000	0.264000	144210	32836	5	6973	472
1357626079447301278	automotive_bitcount	1200	53	1.000000	0.257000	0.264000	154940	32467	5	6573	403
1357626079982289773	automotive_bitcount	1200	53	1.000000	0.257000	0.264000	181167	34676	5	6586	406
1357626080505831514	automotive_bitcount	1200	54	1.000000	0.257000	0.264000	294441	75305	6	15678	1411
1357626081047237571	automotive_bitcount	1200	53	1.000000	0.257000	0.264000	142946	33570	5	7430	505
1357626081572417765	automotive_bitcount	1200	53	1.000000	0.257000	0.264000	156656	32478	5	6569	425
1357626082117246560	automotive_bitcount	1200	53	1.000000	0.257000	0.264000	143392	32324	5	7191	470
1357626082647262030	automotive_bitcount	1200	53	1.000000	0.257000	0.264000	154772	31966	5	6552	395
1357626083182316941	automotive_bitcount	1200	54	1.000000	0.257000	0.264000	143404	32833	5	7073	464
1357626083717265102	automotive_bitcount	1200	53	1.000000	0.257000	0.264000	155480	32855	5	6686	439
1357626084247249614	automotive_bitcount	1200	53	1.000000	0.257000	0.264000	144544	33531	5	7689	533
1357626084782282442	automotive_bitcount	1200	53	1.000000	0.257000	0.264000	357524	89209	6	20446	1609
1357626085317241770	automotive_bitcount	1200	53	1.000000	0.257000	0.264000	157767	34754	5	6570	481
1357626085847255448	automotive_bitcount	1200	54	1.000000	0.257000	0.264000	145293	32828	5	7110	472
1357626086382637983	automotive_bitcount	1200	54	1.000000	0.257000	0.264000	155547	31961	5	6695	434
1357626086917352395	automotive_bitcount	1200	54	1.000000	0.257000	0.264000	143837	32836	5	7040	465
1357626087447262407	automotive_bitcount	1200	53	1.000000	0.257000	0.264000	156452	32472	5	6547	412
1357626087982433276	automotive_qsort1	1200	53	1.000000	0.257000	0.264000	444311	33230	5	7669	534
1357626088517471437	automotive_qsort1	1200	53	1.000000	0.258000	0.265000	410392	76498	6	17114	1666
1357626089043462004	automotive_qsort1	1200	53	1.000000	0.257000	0.264000	248994	39744	5	7350	515
1357626089587418343	automotive_qsort1	1200	53	1.000000	0.257000	0.264000	242089	32308	5	6987	495
1357626090122414755	automotive_qsort1	1200	53	1.000000	0.257000	0.264000	248103	32473	5	6726	434
1357626090657460333	automotive_qsort1	1200	53	1.000000	0.257000	0.264000	240876	32324	5	7055	475
1357626091192414369	automotive_qsort1	1200	54	1.000000	0.257000	0.264000	247608	32702	5	6799	420
1357626091727425280	automotive_qsort1	1200	54	1.000000	0.257000	0.264000	240224	33006	5	7417	532
1357626092250872647	automotive_qsort1	1200	54	1.000000	0.257000	0.264000	249751	34667	5	6722	448
1357626092797614436	automotive_qsort1	1200	53	1.000000	0.258000	0.265000	409172	74018	6	15739	1507
1357626093332511597	automotive_qsort1	1200	53	1.000000	0.257000	0.264000	235553	32348	5	7241	563
1357626093867466384	automotive_qsort1	1200	54	1.000000	0.257000	0.264000	251087	34980	5	6961	485
1357626094402440795	automotive_qsort1	1200	54	1.000000	0.258000	0.265000	257142	37215	5	8204	488
1357626094932472182	automotive_qsort1	1200	54	1.000000	0.257000	0.264000	237034	32308	5	7060	477
1357626095467513135	automotive_qsort1	1200	54	1.000000	0.257000	0.264000	244753	34979	5	7172	518
1357626096002435130	automotive_qsort1	1200	54	1.000000	0.258000	0.265000	231608	32933	5	7307	506
1357626096532648557	automotive_qsort1	1200	53	1.000000	0.258000	0.265000	417692	86693	6	17977	1591
1357626097067416802	automotive_qsort1	1200	54	1.000000	0.258000	0.265000	236417	32706	5	6746	430
1357626097602425797	automotive_qsort1	1200	54	1.000000	0.258000	0.265000	236133	32091	5	7064	461
1357626098132473850	automotive_qsort1	1200	54	1.000000	0.257000	0.264000	242456	34985	5	7721	463
1357626098667407345	automotive_qsort1	1200	54	1.000000	0.257000	0.264000	259552	39712	5	7608	558
1357626099202432381	automotive_qsort1	1200	54	1.000000	0.257000	0.264000	257754	42382	5	8963	567
1357626099732482559	automotive_qsort1	1200	54	1.000000	0.257000	0.264000	262282	39264	5	8559	482
1357626100267620720	automotive_qsort1	1200	54	1.000000	0.257000	0.264000	231914	32692	5	7247	506
1357626100802421090	automotive_qsort1	1200	54	1.000000	0.257000	0.264000	428823	82073	6	17098	1490
1357626101332477518	automotive_qsort1	1200	54	1.000000	0.258000	0.265000	245897	34985	5	6874	483
