#Timestamp	CPU cycles	Instructions architecturally executed	Exceptions taken	Predictable branch speculatively executed	Mispredicted or not predicted branch speculatively executed
1357819301343864281	24232372	5769618	356	696417	178747
1357819301844390016	9678887	3029248	145	331866	80056
1357819302344950627	22623170	6820647	266	744652	177206
1357819302845369404	9341585	2932249	133	321005	77508
1357819303345785557	9551026	2982756	130	326137	78474
1357819303846204292	9779527	3043255	139	334330	80328
1357819304346663528	9691874	3028486	130	331194	79796
1357819304847076014	9802168	3071389	138	335939	81470
1357819305347496208	9254980	2915989	128	318930	77360
1357819305847909611	7064333	2198664	98	244344	59103
1357819306348322180	9518770	3010759	133	329292	80028
1357819306848732207	9354752	2979590	135	326189	79195
1357819307349247234	16899929	5211066	212	568386	136809
1357819307849660470	9820753	3028735	142	331783	80475
1357819308350072623	9959181	3078374	136	336464	81297
1357819308850483817	9656507	3044324	138	333907	80852
1357819309350894636	9729003	3016899	135	329606	79822
1357819309851334705	9685183	3033986	136	332702	80862
1357819310351748441	6413471	1900803	88	209778	51172
1357819310852153927	9118303	2891404	129	315631	76493
1357819311352567788	9722133	3048036	129	333353	80904
1357819311852978982	9324269	2943020	134	323213	78316
1357819312353442384	18613858	5633327	225	613939	148388
1357819312853854787	9832998	3074031	138	337838	81871
1357819313354267481	9947669	3111034	136	341895	82410
1357819313854679133	9749913	3077923	136	338234	81803
1357819314355132994	9979995	3105220	139	340605	82864
1357819314855548980	10113124	3138392	140	344415	83706
1357819315355961257	6837262	2049942	90	227433	54850
1357819315856414535	18709022	5170104	218	572567	138852
1357819316356891562	12016340	3731184	154	411874	99259
1357819316857364214	11896865	3734157	157	413116	99541
1357819317357895575	23806305	7297058	278	799581	190327
1357819317858366686	11984607	3698082	159	408023	98566
1357819318358842421	11996918	3669074	159	404552	97932
1357819318859312615	11770032	3650606	159	402735	97217
1357819319359786851	11779797	3679541	153	405839	98555
1357819319860248586	29313951	8522647	297	956496	216183
1357819320360812405	9069928	2758403	112	307154	74377
1357819320861403890	12033056	3720945	156	410631	99427
1357819321361972167	16560591	4593623	301	525887	132500
1357819321862538694	12133565	3687625	156	406247	97948
1357819322363181888	19472790	5776171	228	635169	153424
1357819322863744665	12088472	3725579	160	411196	99272
1357819323364308817	12030101	3686396	151	405641	98104
1357819323864872844	12115284	3717838	159	410504	99331
