Start:	1419935584653436606
Event1 Name:	r011
Event2 Name:	r004
Event3 Name:	r014
Event4 Name:	r008
Event5 Name:	r013
     0.500356683	51100298	r011
     0.500356683	51065605	r004
     0.500356683	204244291	r014
     0.500356683	452551516	r008
     0.500356683	51099832	r013
     1.001558864	42642498	r011
     1.001558864	42619444	r004
     1.001558864	239007021	r014
     1.001558864	576236234	r008
     1.001558864	42642366	r013
     1.502812462	42196998	r011
     1.502812462	42172570	r004
     1.502812462	233469131	r014
     1.502812462	567996138	r008
     1.502812462	42196998	r013
     2.003777101	41253870	r011
     2.003777101	41232420	r004
     2.003777101	245779264	r014
     2.003777101	590927649	r008
     2.003777101	41253870	r013
     2.504741575	43409121	r011
     2.504741575	43381126	r004
     2.504741575	232957040	r014
     2.504741575	563516438	r008
     2.504741575	43409121	r013
     3.005707423	42830023	r011
     3.005707423	42804163	r004
     3.005707423	231948414	r014
     3.005707423	560390894	r008
     3.005707423	42830023	r013
     3.506645355	40918560	r011
     3.506645355	40904618	r004
     3.506645355	246291373	r014
     3.506645355	597343115	r008
     3.506645355	40925465	r013
     4.007648411	43344594	r011
     4.007648411	43312594	r004
     4.007648411	233399722	r014
     4.007648411	562613560	r008
     4.007648411	43337689	r013
     4.508666176	42624115	r011
     4.508666176	42598468	r004
     4.508666176	232148789	r014
     4.508666176	563387864	r008
     4.508666176	42624115	r013
     5.009589066	40814918	r011
     5.009589066	40795045	r004
     5.009589066	245119330	r014
     5.009589066	603411635	r008
     5.009589066	40814918	r013
     5.510576081	43389751	r011
     5.510576081	43364043	r004
     5.510576081	231163458	r014
     5.510576081	558213781	r008
     5.510576081	43389751	r013
     6.011501262	42182786	r011
     6.011501262	42158544	r004
     6.011501262	235822313	r014
     6.011501262	573444527	r008
     6.011501262	42182786	r013
     6.512514777	42014597	r011
     6.512514777	41993961	r004
     6.512514777	242664296	r014
     6.512514777	588056069	r008
     6.512514777	42014597	r013
     7.013516709	42285091	r011
     7.013516709	42260163	r004
     7.013516709	232666265	r014
     7.013516709	566158534	r008
     7.013516709	42285091	r013
     7.514507599	42476880	r011
     7.514507599	42450552	r004
     7.514507599	236040582	r014
     7.514507599	568736893	r008
     7.514507599	42476880	r013
     8.017171943	42527836	r011
     8.017171943	42505026	r004
     8.017171943	239295241	r014
     8.017171943	585348444	r008
     8.017171943	42527836	r013
     8.518184666	42280295	r011
     8.518184666	42255285	r004
     8.518184666	232926762	r014
     8.518184666	565984731	r008
     8.518184666	42280295	r013
     9.019113806	41985953	r011
     9.019113806	41962360	r004
     9.019113806	237982358	r014
     9.019113806	577630486	r008
     9.019113806	41985953	r013
     9.520036029	42490881	r011
     9.520036029	42468356	r004
     9.520036029	238405355	r014
     9.520036029	581360295	r008
     9.520036029	42490881	r013
    10.020981878	42608377	r011
    10.020981878	42582712	r004
    10.020981878	232468789	r014
    10.020981878	562213889	r008
    10.020981878	42608377	r013
    10.522018309	41281860	r011
    10.522018309	41260290	r004
    10.522018309	243305765	r014
    10.522018309	589841695	r008
    10.522018309	41288951	r013
    11.023008991	42942330	r011
    11.023008991	42919421	r004
    11.023008991	236208791	r014
    11.023008991	572912261	r008
    11.023008991	42936434	r013
    11.524102422	42244848	r011
    11.524102422	42219446	r004
    11.524102422	233170617	r014
    11.524102422	565845621	r008
    11.524102422	42243653	r013
    12.025039604	41295504	r011
    12.025039604	41274136	r004
    12.025039604	243537535	r014
    12.025039604	592386157	r008
    12.025039604	41295504	r013
    12.525957827	43383641	r011
    12.525957827	43356746	r004
    12.525957827	233157805	r014
    12.525957827	562052510	r008
    12.525957827	43383641	r013
    13.027014592	40597774	r011
    13.027014592	40572196	r004
    13.027014592	231977869	r014
    13.027014592	566754651	r008
    13.027014592	40597774	r013
    13.528122981	42976390	r011
    13.528122981	42955807	r004
    13.528122981	246513131	r014
    13.528122981	597837455	r008
    13.528122981	42976390	r013
    14.029024663	40891636	r011
    14.029024663	40865889	r004
    14.029024663	231127950	r014
    14.029024663	564868650	r008
    14.029024663	40891636	r013
    14.530000470	39330458	r011
    14.530000470	39305478	r004
    14.530000470	232481177	r014
    14.530000470	570212861	r008
    14.530000470	39330458	r013
    15.030996693	44224808	r011
    15.030996693	44204051	r004
    15.030996693	247146944	r014
    15.030996693	591535705	r008
    15.030996693	44224808	r013
    15.532097207	39010648	r011
    15.532097207	38984747	r004
    15.532097207	230905452	r014
    15.532097207	568637157	r008
    15.532097207	39010648	r013
    16.033187597	39522801	r011
    16.033187597	39498578	r004
    16.033187597	231275277	r014
    16.033187597	572166873	r008
    16.033187597	39522801	r013
    16.534229320	43827075	r011
    16.534229320	43805664	r004
    16.534229320	243461613	r014
    16.534229320	588780723	r008
    16.534229320	43827075	r013
    17.035244793	39287564	r011
    17.035244793	39262102	r004
    17.035244793	232667025	r014
    17.035244793	571098158	r008
    17.035244793	39287564	r013
    17.536243725	39651128	r011
    17.536243725	39624486	r004
    17.536243725	233571901	r014
    17.536243725	572769052	r008
    17.536243725	39651128	r013
    18.037296323	42913312	r011
    18.037296323	42890937	r004
    18.037296323	241449484	r014
    18.037296323	584489676	r008
    18.037296323	42913312	r013
    18.538306463	39030828	r011
    18.538306463	39005670	r004
    18.538306463	233649971	r014
    18.538306463	573038085	r008
    18.538306463	39030828	r013
    19.039393936	41836669	r011
    19.039393936	41813739	r004
    19.039393936	238477196	r014
    19.039393936	581552161	r008
    19.039393936	41836669	r013
    19.540326617	41275017	r011
    19.540326617	41251631	r004
    19.540326617	238813524	r014
    19.540326617	579571958	r008
    19.540326617	41275017	r013
    20.041340424	38926976	r011
    20.041340424	38902285	r004
    20.041340424	233546256	r014
    20.041340424	572704114	r008
    20.041340424	38926976	r013
    20.542442730	44794196	r011
    20.542442730	44334254	r004
    20.542442730	197850989	r014
    20.542442730	497969984	r008
    20.542442730	44794196	r013
    21.043402078	48663342	r011
    21.043402078	48488469	r004
    21.043402078	219406903	r014
    21.043402078	521754353	r008
    21.043402078	48663342	r013
    21.544380510	44415546	r011
    21.544380510	44338101	r004
    21.544380510	227670694	r014
    21.544380510	545285359	r008
    21.544380510	44415546	r013
    22.045395608	46605093	r011
    22.045395608	46510746	r004
    22.045395608	233780098	r014
    22.045395608	545465887	r008
    22.045395608	46605093	r013
    22.546350831	52257061	r011
    22.546350831	52200193	r004
    22.546350831	214357742	r014
    22.546350831	473173753	r008
    22.546350831	52257061	r013
    23.047624304	44667382	r011
    23.047624304	44577392	r004
    23.047624304	224222872	r014
    23.047624304	533904223	r008
    23.047624304	44667382	r013
    23.548585110	41278546	r011
    23.548585110	41257060	r004
    23.548585110	244759535	r014
    23.548585110	592833721	r008
    23.548585110	41278546	r013
    24.049481792	43195424	r011
    24.049481792	43170459	r004
    24.049481792	233177194	r014
    24.049481792	564185809	r008
    24.049481792	43195424	r013
    24.550485099	41777329	r011
    24.550485099	41751144	r004
    24.550485099	231887015	r014
    24.550485099	562842984	r008
    24.550485099	41777329	r013
    25.051432947	41799384	r011
    25.051432947	41778852	r004
    25.051432947	248017221	r014
    25.051432947	598860278	r008
    25.051432947	41799384	r013
    25.552430795	41771085	r011
    25.552430795	41745140	r004
    25.552430795	231530197	r014
    25.552430795	562623344	r008
    25.552430795	41771085	r013
    26.053458352	39332767	r011
    26.053458352	39307859	r004
    26.053458352	231636212	r014
    26.053458352	570140422	r008
    26.053458352	39332767	r013
    26.554581616	45175707	r011
    26.554581616	45155866	r004
    26.554581616	247821272	r014
    26.554581616	596907011	r008
    26.554581616	45182625	r013
    27.055537381	39007914	r011
    27.055537381	38982348	r004
    27.055537381	230479553	r014
    27.055537381	567678400	r008
    27.055537381	39000996	r013
    27.556559687	39442185	r011
    27.556559687	39417209	r004
    27.556559687	233393972	r014
    27.556559687	570945949	r008
    27.556559687	39442185	r013
    28.057638494	43174858	r011
    28.057638494	43151313	r004
    28.057638494	242295658	r014
    28.057638494	586007620	r008
    28.057638494	43174858	r013
    28.558603342	38973943	r011
    28.558603342	38948821	r004
    28.558603342	231330231	r014
    28.558603342	569693648	r008
    28.558603342	38973943	r013
    29.059619940	40386299	r011
    29.059619940	40362008	r004
    29.059619940	235162846	r014
    29.059619940	575523108	r008
    29.059619940	40386299	r013
    29.560558747	43285545	r011
    29.560558747	43263932	r004
    29.560558747	242376119	r014
    29.560558747	586645410	r008
    29.560558747	43285545	r013
    30.061551137	38943843	r011
    30.061551137	38918633	r004
    30.061551137	231978720	r014
    30.061551137	570842640	r008
    30.061551137	38943843	r013
    30.562683110	41585702	r011
    30.562683110	41562277	r004
    30.562683110	238880987	r014
    30.562683110	580879157	r008
    30.562683110	41585702	r013
    31.063619250	42208117	r011
    31.063619250	42186194	r004
    31.063619250	239114786	r014
    31.063619250	582463839	r008
    31.063619250	42208117	r013
    31.564608098	39038327	r011
    31.564608098	39013027	r004
    31.564608098	233695002	r014
    31.564608098	573033694	r008
    31.564608098	39038327	r013
    32.065558363	36146989	r011
    32.065558363	36101923	r004
    32.065558363	230307951	r014
    32.065558363	562008699	r008
    32.065558363	36146989	r013
    32.566660127	41541081	r011
    32.566660127	41517529	r004
    32.566660127	238131623	r014
    32.566660127	577517476	r008
    32.566660127	41541081	r013
    33.067911892	40073790	r011
    33.067911892	40047292	r004
    33.067911892	231273117	r014
    33.067911892	569530763	r008
