#Timestamp	r011	r004	r014	r008	r013
1419753125754501670	1000653026	127504734	343910537	1390729820	127486205
1419753126255058645	1001118980	121062113	316559993	1263626313	121066700
1419753126755482827	1000865611	82563998	351054551	1537159102	82566316
1419753127255919469	1000862534	127491967	324594811	1306474367	127495823
1419753127756458651	1001083701	109473251	349729653	1535914989	109476015
1419753128256976750	1000960324	110244492	328996735	1304473656	110247922
1419753128757514516	1001080150	129908845	345793101	1465308942	129911876
1419753129258038574	1001051850	103271634	331309696	1385917711	103274876
1419753129758570298	1001064180	107835259	334624973	1362349667	107838517
1419753130259153314	1001171820	124781457	346776881	1473803107	124784386
1419753130759667038	1001025210	107685812	327349952	1351696235	107689294
1419753131260194429	1001064780	125376166	356462860	1491076072	125378926
1419753131760702612	1001007510	113446664	319839049	1302928779	113450290
1419753132261224628	1001059230	115444292	366511382	1534655354	115446910
1419753132761740935	1001023500	120621256	319030774	1272537818	120625270
1419753133262263410	1001066205	81902330	350923660	1536310129	81904871
1419753133762778009	1001013740	122534419	320177788	1269413717	122538456
1419753134263285942	1001030750	114841042	346489881	1541291407	114843645
1419753134763808583	1001036455	112478185	321650155	1297271118	112482518
1419753135264375765	1001136475	130108846	359257715	1450625493	130111880
1419753135764893448	1001038455	102933488	325954107	1385078365	102936983
1419753136265401464	1001016735	105995657	331622097	1343208947	105999185
1419753136765927021	1001029215	125827252	353541567	1472422919	125830053
1419753137266457829	1001054866	115050073	317758661	1287215731	115054144
1419753137766980886	1001068031	117900868	356192456	1545342352	117903488
1419753138267499652	1001022687	116879066	316830088	1256385738	116883104
1419753138767951168	1000910950	88041620	348921663	1513271278	88044402
1419753139268394560	1000774511	128299236	328062240	1318157360	128303005
1419753139768845867	1000905855	114346558	336278294	1433371733	114349842
1419753140269363800	1001035475	100436218	334971005	1395143107	100439658
1419753140769922066	1000955293	134105588	331616982	1351585234	134109821
1419753141270376040	1000915160	98930086	338456901	1474134560	98933355
1419753141770815223	1000870345	113522690	314563077	1286349291	113526883
1419753142271286197	1000942996	156315174	345782084	1383445229	156318236
1419753142771773338	1000976389	288345272	310004266	883996220	288349335
1419753143272258563	1000972780	347714706	358749902	1128105969	347717312
1419753143772751329	1000987560	290964010	308409625	889769279	290967894
1419753144273235428	1000969215	343488336	360908439	1116475145	343491087
1419753144773702153	1000935015	293864748	313562495	904861686	293868546
1419753145274246460	1001095290	339157162	349289973	1089501790	339160151
1419753145774848393	1001054447	300086279	317302790	928609052	300089950
1419753146275339450	1000987807	329503385	343044599	1052286015	329506435
1419753146775831216	1000980297	307029279	329048386	964613166	307032848
1419753147276326024	1000990780	319548281	335664291	1013208673	319551532
1419753147776824290	1001000490	318000656	329816981	999149127	318003964
1419753148277315889	1000988220	313749442	332932224	991769442	313752947
1419753148777808947	1000985940	321876009	338688982	1021824752	321879290
1419753149278301880	1000991745	309105443	323589629	962094143	309108879
1419753149778795854	1000986982	330141051	343512255	1054876974	330144018
1419753150279334953	1001079503	299597444	317589288	925595912	299601298
1419753150780006302	1001192176	333961052	355449318	1081732251	333964087
1419753151280507651	1000994835	295874495	309274293	904488126	295878236
1419753151781005834	1001000180	338739063	357428875	1098898218	338742059
1419753152281491308	1000974325	287841068	309905094	881677444	287844954
1419753152781979658	1000979850	349280085	357872030	1130714540	349282945
1419753153282468382	1000975325	289138816	308859915	883186906	289142714
1419753153782945190	1000958221	340420481	357099655	1103896880	340423256
1419753154283425039	1000963410	296310984	315498043	912706275	296314840
1419753154783969472	1001086700	336409532	348076099	1077973971	336412593
1419753155284459404	1000983415	304927614	320873475	945852060	304931250
1419753155785138587	1001336376	324972462	340388364	1034550559	324975642
1419753156285656394	1001032340	310203612	331124708	976356631	310207146
1419753156786148285	1000987475	320094985	329931137	1006152969	320098237
1419753157286638010	1000982935	318401379	337510676	1009881099	318404759
1419753157787141692	1001009980	314772729	333473954	996542200	314776151
1419753158287631583	1000977675	319665165	333455712	1010441406	319669017
1419753158788146183	1001033630	324521081	337464351	1030433121	324524335
1419753159288648282	999480063	359174241	300818343	923758281	359182613
1419753159789215381	951591268	504170905	245692245	940532200	504189191
1419753160289688855	948089446	473876055	239730869	880615287	473891790
1419753160790284205	955018906	498897463	246455263	930183355	498913309
1419753161290739387	996268557	522411078	258201296	970468187	522426114
1419753161791217737	996705982	511946309	255595608	952902808	511961365
1419753162291702211	815623302	424194799	209894284	790657174	424207694
1419753162792262310	824605616	388537718	202971359	723864473	388556228
1419753163292785034	747235277	382245482	190497125	711611069	382263890
1419753163793288425	863655838	399242350	211343516	742351961	399260855
1419753164293771066	736523397	392018892	191258287	728170168	392038025
1419753164794347416	974810059	460743940	241508008	858481579	460758184
1419753165294811473	995868564	567479940	267799283	1057054596	567495787
1419753165799019189	939722941	430150914	230386575	798949814	430164256
1419753166299468497	989379186	575014475	268663844	1069813056	575031050
1419753166799951346	1000969835	467634423	247548770	870121303	467648114
1419753167300423737	997053302	567951399	268272374	1057820450	567967268
1419753167800909128	1000971875	476552035	249980795	885450701	476565698
1419753168301383186	980006141	557056368	263634498	1035711149	557072894
1419753168801873660	894284210	413905323	220693960	770524137	413918085
1419753169302342385	983937209	539643642	261001974	1002865314	539659084
1419753169802833151	1000982585	502512146	254944206	935992573	502526530
1419753170303287084	934125375	491044807	242891099	912514831	491059264
1419753170803779766	948139852	485295880	244562637	902743977	485310479
1419753171304324240	920632993	459505504	234797577	851830980	459519811
1419753171804809048	969550138	525139271	255686123	977599277	525154843
