Start:	1428523606383179350
Event1 Name:	r0FF
Event2 Name:	r01B
Event3 Name:	r073
Event4 Name:	r075
Event5 Name:	r004
Event6 Name:	r016
Event7 Name:	r017
     0.503920990	945233074	r0FF
     0.503920990	213011926	r01B
     0.503920990	94872604	r073
     0.503920990	5393103	r075
     0.503920990	74002093	r004
     0.503920990	353096	r016
     0.503920990	17808	r017
     1.004824280	1001812311	r0FF
     1.004824280	221525993	r01B
     1.004824280	98058580	r073
     1.004824280	5782724	r075
     1.004824280	76971927	r004
     1.004824280	227755	r016
     1.004824280	6641	r017
     1.505588363	1001527629	r0FF
     1.505588363	221424145	r01B
     1.505588363	98007146	r073
     1.505588363	5782110	r075
     1.505588363	76945146	r004
     1.505588363	224111	r016
     1.505588363	5538	r017
     2.006409528	1001647161	r0FF
     2.006409528	221683712	r01B
     2.006409528	98114727	r073
     2.006409528	5790730	r075
     2.006409528	77039760	r004
     2.006409528	180351	r016
     2.006409528	3558	r017
     2.507198444	1001582565	r0FF
     2.507198444	221664951	r01B
     2.507198444	98098127	r073
     2.507198444	5792636	r075
     2.507198444	77036393	r004
     2.507198444	169906	r016
     2.507198444	3837	r017
     3.008058484	1001721016	r0FF
     3.008058484	221470812	r01B
     3.008058484	98041194	r073
     3.008058484	5779547	r075
     3.008058484	76956828	r004
     3.008058484	230323	r016
     3.008058484	6128	r017
     3.508810733	1001507888	r0FF
     3.508810733	221417923	r01B
     3.508810733	98004513	r073
     3.508810733	5781708	r075
     3.508810733	76945420	r004
     3.508810733	223679	r016
     3.508810733	5079	r017
     4.009608399	1001597449	r0FF
     4.009608399	221815568	r01B
     4.009608399	98157420	r073
     4.009608399	5798236	r075
     4.009608399	77097090	r004
     4.009608399	141357	r016
     4.009608399	1893	r017
     4.510395314	1001578549	r0FF
     4.510395314	221493025	r01B
     4.510395314	98035069	r073
     4.510395314	5784780	r075
     4.510395314	76971845	r004
     4.510395314	208616	r016
     4.510395314	4994	r017
     5.011135605	1001484202	r0FF
     5.011135605	221427900	r01B
     5.011135605	98020111	r073
     5.011135605	5779224	r075
     5.011135605	76947092	r004
     5.011135605	228105	r016
     5.011135605	5700	r017
     5.511895687	1001520685	r0FF
     5.511895687	221513349	r01B
     5.511895687	98036022	r073
     5.511895687	5787698	r075
     5.511895687	76982852	r004
     5.511895687	196365	r016
     5.511895687	4023	r017
     6.012689603	1001593387	r0FF
     6.012689603	221809269	r01B
     6.012689603	98159539	r073
     6.012689603	5797055	r075
     6.012689603	77091349	r004
     6.012689603	146374	r016
     6.012689603	2662	r017
     6.513530102	1001683883	r0FF
     6.513530102	221495947	r01B
     6.513530102	98050005	r073
     6.513530102	5781146	r075
     6.513530102	76971572	r004
     6.513530102	226483	r016
     6.513530102	5467	r017
     7.014319392	1001579243	r0FF
     7.014319392	221438655	r01B
     7.014319392	98020170	r073
     7.014319392	5780466	r075
     7.014319392	76949570	r004
     7.014319392	228012	r016
     7.014319392	5888	r017
     7.515112600	1001590525	r0FF
     7.515112600	221686646	r01B
     7.515112600	98109733	r073
     7.515112600	5792516	r075
     7.515112600	77046058	r004
     7.515112600	166679	r016
     7.515112600	3271	r017
     8.015902724	1001582008	r0FF
     8.015902724	221612677	r01B
     8.015902724	98078014	r073
     8.015902724	5790528	r075
     8.015902724	77019138	r004
     8.015902724	181702	r016
     8.015902724	3792	r017
     8.516728223	1001654910	r0FF
     8.516728223	221437055	r01B
     8.516728223	98022155	r073
     8.516728223	5780056	r075
     8.516728223	76951636	r004
     8.516728223	226273	r016
     8.516728223	5774	r017
     9.017529597	1001604225	r0FF
     9.017529597	221466885	r01B
     9.017529597	98033965	r073
     9.017529597	5781224	r075
     9.017529597	76959693	r004
     9.017529597	227854	r016
     9.017529597	5371	r017
     9.518447679	1001839927	r0FF
     9.518447679	221915460	r01B
     9.518447679	98202616	r073
     9.518447679	5801194	r075
     9.518447679	77130267	r004
     9.518447679	128602	r016
     9.518447679	2329	r017
    10.019324345	1001755270	r0FF
    10.019324345	221505370	r01B
    10.019324345	98047745	r073
    10.019324345	5783204	r075
    10.019324345	76973865	r004
    10.019324345	222255	r016
    10.019324345	5207	r017
    10.520149719	1001650181	r0FF
    10.520149719	221479892	r01B
    10.520149719	98041498	r073
    10.520149719	5781074	r075
    10.520149719	76962710	r004
    10.520149719	226366	r016
    10.520149719	5525	r017
    11.021279550	1002265897	r0FF
    11.021279550	221745416	r01B
    11.021279550	98138118	r073
    11.021279550	5793583	r075
    11.021279550	77065959	r004
    11.021279550	182623	r016
    11.021279550	3903	r017
    11.522081550	1001606331	r0FF
    11.522081550	221710884	r01B
    11.522081550	98121315	r073
    11.522081550	5792858	r075
    11.522081550	77056609	r004
    11.522081550	165062	r016
    11.522081550	3611	r017
    12.022866882	1001572901	r0FF
    12.022866882	221436349	r01B
    12.022866882	98019791	r073
    12.022866882	5780504	r075
    12.022866882	76952208	r004
    12.022866882	225523	r016
    12.022866882	5316	r017
    12.523673131	1001616299	r0FF
    12.523673131	221371149	r01B
    12.523673131	97994712	r073
    12.523673131	5777860	r075
    12.523673131	76927638	r004
    12.523673131	227469	r016
    12.523673131	5866	r017
    13.024492506	1001635699	r0FF
    13.024492506	221812223	r01B
    13.024492506	98154219	r073
    13.024492506	5798234	r075
    13.024492506	77094569	r004
    13.024492506	140987	r016
    13.024492506	2515	r017
    13.525313380	1001648327	r0FF
    13.525313380	221523247	r01B
    13.525313380	98055421	r073
    13.525313380	5783372	r075
    13.525313380	76984479	r004
    13.525313380	212172	r016
    13.525313380	4830	r017
    14.026106629	1001591186	r0FF
    14.026106629	221427397	r01B
    14.026106629	98009507	r073
    14.026106629	5781740	r075
    14.026106629	76948327	r004
    14.026106629	223490	r016
    14.026106629	5271	r017
    14.526929628	1001646413	r0FF
    14.526929628	221613378	r01B
    14.526929628	98085428	r073
    14.526929628	5788296	r075
    14.526929628	77017146	r004
    14.526929628	192171	r016
    14.526929628	3940	r017
    15.027786836	1001643327	r0FF
    15.027786836	221802763	r01B
    15.027786836	98170273	r073
    15.027786836	5789495	r075
    15.027786836	77076407	r004
    15.027786836	174525	r016
    15.027786836	6550	r017
    15.528576627	1001659239	r0FF
    15.528576627	221496429	r01B
    15.528576627	98050541	r073
    15.528576627	5781116	r075
    15.528576627	76970949	r004
    15.528576627	227056	r016
    15.528576627	5260	r017
    16.029387335	1001622514	r0FF
    16.029387335	221434614	r01B
    16.029387335	98016939	r073
    16.029387335	5781362	r075
    16.029387335	76952627	r004
    16.029387335	224710	r016
    16.029387335	5520	r017
    16.530205209	1001635659	r0FF
    16.530205209	221806321	r01B
    16.530205209	98157295	r073
    16.530205209	5797130	r075
    16.530205209	77089822	r004
    16.530205209	148634	r016
    16.530205209	2480	r017
