#Timestamp	r011	r008	r001	r003	r017
1418759083726878301	942590164	1377390385	1059341	336671	117387
1418759084227097330	950420980	1221056743	2452013	655470	194753
1418759084727256943	950305485	1342475866	1431499	432623	141571
1418759085227420556	950312985	1354622106	1288588	399838	104845
1418759085727575627	950299045	1229277042	2365835	642728	185765
1418759086227734115	950305705	1469816269	425217	200095	66382
1418759086727896102	950307050	1232541194	2324716	651125	187796
1418759087228057840	950310215	1318497821	1578031	461377	130844
1418759087728217536	950305480	1370023805	1152858	373414	111686
1418759088228377107	950306555	1210343661	2458557	675756	198344
1418759088728539428	945187178	1425486673	677467	272127	108608
1418759089228704083	950316705	1258760008	2123846	598112	143871
1418759089728863445	950303565	1276791279	1865400	528058	168392
1418759090229023266	950307790	1414081642	881069	306103	81837
1418759090729184087	950307830	1217468073	2452642	666172	195069
1418759091229344158	950308995	1425015876	709181	268791	88539
1418759091729503146	950303430	1269462103	2031459	577077	164009
1418759092229662384	950305245	1283402833	1913643	551096	159369
1418759092729819955	950303495	1422076228	823081	297355	82107
1418759093229977151	950298055	1211841440	2462428	673897	199110
1418759093730135889	946354222	1396128754	890786	329094	121006
1418759094230296418	950307980	1286149394	1915984	542811	145137
1418759094730464030	950320372	1264160757	2009341	572547	168136
1418759095230674601	950323898	892472302	1458495	5643394	1132891
1418759095730846297	950402060	607787204	2577257	7063917	1770452
1418759096231014368	950322891	662508866	1171884	9123444	1661105
1418759096731187856	950330497	557333467	2072923	8803502	1953427
1418759097231456093	950515133	576580972	2025674	8609750	1964964
1418759097731624331	709752396	495914035	857862	6600252	1247287
1418759098231793777	950325370	598822051	2716533	7072879	1795739
1418759098731967139	950326404	654641595	965166	9544559	1719211
1418759099232148418	950345845	555410608	2149816	8843568	1959174
1418759099732317114	950328670	604475561	1898820	8135853	1850170
1418759100232498977	950346110	692406718	1346572	8296395	1546871
1418759100732676714	950339100	555732933	2586719	8132065	1784126
1418759101232846368	950328035	634476205	796530	10088006	1890231
1418759101733019773	950326690	629969713	2320346	7887055	1567187
1418759102233201177	950350365	612875159	1951628	8275221	1743730
1418759102733380206	950341843	591726006	1163974	10274085	2033916
1418759103233552943	950332977	584635178	2599143	7250615	1846864
1418759103733733806	950247868	702009837	905706	9058857	1609175
1418759104233913377	950344410	555195609	2335770	8415153	1890382
1418759104734082281	950324040	580518989	1722460	9074167	2003521
1418759105234261643	950343950	714014377	1467852	7854147	1471961
1418759105734449714	950357195	542593481	2614347	7588994	1827867
1418759106234622160	950335150	619789202	575377	11107934	1934792
1418759106734791564	950324575	623032124	2452805	7083766	1664236
1418759107234964343	950326680	646463562	1795312	8514385	1587960
1418759107735147956	950353695	576149240	1422510	10127708	2033284
1418759108235329068	950348564	561073512	2606354	7853794	1913706
1418759108735499472	950323590	744546600	644976	8634066	1474454
1418759109235702668	950389261	545191689	2608804	7917861	1910959
1418759109735870114	950323094	568358069	1818228	9500679	2046903
1418759110236036434	950319375	654679287	1774372	7693975	1623160
1418759110736256797	950422735	587215958	2477638	7889521	1657811
1418759110789871893	101868321	29953787	477817	431378	391926
